"time","psource.tlm.q [m^3/s]","psource.tlm.p [Pa]","prv.tlm.q [m^3/s]","prv.tlm.p [Pa]"
0.3938,-0.000203987,1.15995e+07,8.60473e-05,1.16575e+07
0.3948,-0.000203334,1.1514e+07,8.57775e-05,1.15718e+07
0.3958,-0.000202661,1.14287e+07,8.54991e-05,1.14864e+07
0.3968,-0.000201967,1.13438e+07,8.52121e-05,1.14013e+07
0.3978,-0.000201253,1.12592e+07,8.49167e-05,1.13165e+07
0.3988,-0.00020052,1.11749e+07,8.46128e-05,1.12319e+07
0.3998,-0.000199767,1.10909e+07,8.43006e-05,1.11478e+07
0.4008,-0.000198994,1.10073e+07,8.39801e-05,1.10639e+07
0.4018,-0.000198202,1.0924e+07,8.36514e-05,1.09804e+07
0.4028,-0.00019739,1.0841e+07,8.33145e-05,1.08972e+07
0.4038,-0.000196559,1.07584e+07,8.29695e-05,1.08143e+07
0.4048,-0.000195709,1.06762e+07,8.26164e-05,1.07318e+07
0.4058,-0.00019484,1.05943e+07,8.22553e-05,1.06497e+07
0.4068,-0.000193953,1.05128e+07,8.18864e-05,1.05679e+07
0.4078,-0.000193047,1.04317e+07,8.15095e-05,1.04866e+07
0.4088,-0.000192122,1.03509e+07,8.11248e-05,1.04056e+07
0.4098,-0.000191179,1.02706e+07,8.07324e-05,1.0325e+07
0.4108,-0.000190218,1.01907e+07,8.03322e-05,1.02448e+07
0.4118,-0.000189239,1.01112e+07,7.99244e-05,1.0165e+07
0.4128,-0.000188242,1.00321e+07,7.95091e-05,1.00856e+07
0.4138,-0.000187227,9.95345e+06,7.90861e-05,1.00067e+07
0.4148,-0.000186194,9.87523e+06,7.86558e-05,9.92819e+06
0.4158,-0.000185144,9.79747e+06,7.82179e-05,9.85013e+06
0.4168,-0.000184076,9.72016e+06,7.77728e-05,9.77251e+06
0.4178,-0.000182991,9.6433e+06,7.73203e-05,9.69535e+06
0.4188,-0.000181889,9.56692e+06,7.68606e-05,9.61865e+06
0.4198,-0.00018077,9.491e+06,7.63937e-05,9.54243e+06
0.4208,-0.000179634,9.41557e+06,7.59196e-05,9.46667e+06
0.4218,-0.000178481,9.34063e+06,7.54385e-05,9.3914e+06
0.4228,-0.000177312,9.26618e+06,7.49503e-05,9.31663e+06
0.4238,-0.000176126,9.19224e+06,7.44552e-05,9.24235e+06
0.4248,-0.000174924,9.11881e+06,7.39531e-05,9.16857e+06
0.4258,-0.000173706,9.04589e+06,7.34442e-05,9.0953e+06
0.4268,-0.000172472,8.97349e+06,7.29285e-05,9.02256e+06
0.4278,-0.000171222,8.90162e+06,7.24061e-05,8.95034e+06
0.4288,-0.000169955,8.83029e+06,7.1877e-05,8.87864e+06
0.4298,-0.000168674,8.7595e+06,7.13412e-05,8.80749e+06
0.4308,-0.000167377,8.68926e+06,7.07989e-05,8.73688e+06
0.4318,-0.000166064,8.61958e+06,7.02501e-05,8.66683e+06
0.4328,-0.000164736,8.55046e+06,6.96948e-05,8.59733e+06
0.4338,-0.000163393,8.4819e+06,6.91331e-05,8.52839e+06
0.4348,-0.000162035,8.41392e+06,6.85651e-05,8.46003e+06
0.4358,-0.000160662,8.34652e+06,6.79908e-05,8.39224e+06
0.4368,-0.000159275,8.27971e+06,6.74103e-05,8.32503e+06
0.4378,-0.000157873,8.21349e+06,6.68237e-05,8.25842e+06
0.4388,-0.000156456,8.14787e+06,6.62309e-05,8.1924e+06
0.4398,-0.000155026,8.08286e+06,6.56321e-05,8.12697e+06
0.4408,-0.000153581,8.01845e+06,6.50272e-05,8.06216e+06
0.4418,-0.000152122,7.95467e+06,6.44165e-05,7.99796e+06
0.4428,-0.00015065,7.8915e+06,6.37999e-05,7.93438e+06
0.4438,-0.000149163,7.82896e+06,6.31775e-05,7.87142e+06
0.4448,-0.000147663,7.76706e+06,6.25494e-05,7.80909e+06
0.4458,-0.00014615,7.7058e+06,6.19156e-05,7.7474e+06
0.4468,-0.000144623,7.64518e+06,6.12761e-05,7.68635e+06
0.4478,-0.000143084,7.58522e+06,6.06311e-05,7.62594e+06
0.4488,-0.000141531,7.52591e+06,5.99807e-05,7.56619e+06
0.4498,-0.000139966,7.46726e+06,5.93247e-05,7.5071e+06
0.4508,-0.000138388,7.40927e+06,5.86634e-05,7.44867e+06
0.4518,-0.000136797,7.35196e+06,5.79968e-05,7.39091e+06
0.4528,-0.000135194,7.29533e+06,5.7325e-05,7.33382e+06
0.4538,-0.000133579,7.23938e+06,5.66479e-05,7.27741e+06
0.4548,-0.000131951,7.18412e+06,5.59658e-05,7.22168e+06
0.4558,-0.000130312,7.12955e+06,5.52786e-05,7.16665e+06
0.4568,-0.000128661,7.07567e+06,5.45864e-05,7.11231e+06
0.4578,-0.000126999,7.0225e+06,5.38893e-05,7.05866e+06
0.4588,-0.000125325,6.97004e+06,5.31873e-05,7.00572e+06
0.4598,-0.000123639,6.91828e+06,5.24805e-05,6.95349e+06
0.4608,-0.000121943,6.86725e+06,5.1769e-05,6.90197e+06
0.4618,-0.000120236,6.81693e+06,5.10529e-05,6.85117e+06
0.4628,-0.000118517,6.76734e+06,5.03321e-05,6.80109e+06
0.4638,-0.000116788,6.71848e+06,4.96068e-05,6.75174e+06
0.4648,-0.000115049,6.67035e+06,4.88771e-05,6.70312e+06
0.4658,-0.000113299,6.62297e+06,4.81429e-05,6.65524e+06
0.4668,-0.000111539,6.57632e+06,4.74045e-05,6.60809e+06
0.4678,-0.000109769,6.53043e+06,4.66617e-05,6.5617e+06
0.4688,-0.000107989,6.48528e+06,4.59148e-05,6.51604e+06
0.4698,-0.0001062,6.44089e+06,4.51637e-05,6.47114e+06
0.4708,-0.000104401,6.39726e+06,4.44086e-05,6.427e+06
0.4718,-0.000102592,6.35439e+06,4.36495e-05,6.38362e+06
0.4728,-0.000100775,6.31229e+06,4.28865e-05,6.341e+06
0.4738,-9.89481e-05,6.27096e+06,4.21196e-05,6.29915e+06
0.4748,-9.71125e-05,6.2304e+06,4.1349e-05,6.25808e+06
0.4758,-9.52683e-05,6.19062e+06,4.05746e-05,6.21778e+06
0.4768,-9.34154e-05,6.15163e+06,3.97966e-05,6.17825e+06
0.4778,-9.15542e-05,6.11342e+06,3.90151e-05,6.13951e+06
0.4788,-8.96848e-05,6.076e+06,3.823e-05,6.10156e+06
0.4798,-8.78074e-05,6.03937e+06,3.74415e-05,6.0644e+06
0.4808,-8.59221e-05,6.00353e+06,3.66497e-05,6.02803e+06
0.4818,-8.40291e-05,5.96849e+06,3.58546e-05,5.99245e+06
0.4828,-8.21286e-05,5.93426e+06,3.50562e-05,5.95768e+06
0.4838,-8.02207e-05,5.90083e+06,3.42548e-05,5.92371e+06
0.4848,-7.83056e-05,5.86821e+06,3.34502e-05,5.89054e+06
0.4858,-7.63835e-05,5.83639e+06,3.26427e-05,5.85818e+06
0.4868,-7.44546e-05,5.8054e+06,3.18322e-05,5.82663e+06
0.4878,-7.2519e-05,5.77521e+06,3.10189e-05,5.7959e+06
0.4888,-7.0577e-05,5.74585e+06,3.02028e-05,5.76599e+06
0.4898,-6.86286e-05,5.71731e+06,2.9384e-05,5.73689e+06
0.4908,-6.66741e-05,5.68959e+06,2.85626e-05,5.70862e+06
0.4918,-6.47136e-05,5.6627e+06,2.77386e-05,5.68117e+06
0.4928,-6.27473e-05,5.63664e+06,2.69122e-05,5.65455e+06
0.4938,-6.07754e-05,5.61141e+06,2.60833e-05,5.62876e+06
0.4948,-5.87981e-05,5.58701e+06,2.52521e-05,5.6038e+06
0.4958,-5.68155e-05,5.56345e+06,2.44187e-05,5.57968e+06
0.4968,-5.48278e-05,5.54072e+06,2.3583e-05,5.55639e+06
0.4978,-5.28352e-05,5.51884e+06,2.27453e-05,5.53394e+06
0.4988,-5.08379e-05,5.4978e+06,2.19055e-05,5.51233e+06
0.4998,-4.88361e-05,5.4776e+06,2.10637e-05,5.49156e+06
0.5008,-4.68298e-05,5.45825e+06,2.02201e-05,5.47164e+06
0.5018,-4.48194e-05,5.43974e+06,1.93747e-05,5.45256e+06
0.5028,-4.2805e-05,5.42209e+06,1.85275e-05,5.43433e+06
0.5038,-4.07868e-05,5.40528e+06,1.76787e-05,5.41695e+06
0.5048,-3.87649e-05,5.38933e+06,1.68283e-05,5.40043e+06
0.5058,-3.67395e-05,5.37423e+06,1.59764e-05,5.38475e+06
0.5068,-3.47109e-05,5.35998e+06,1.5123e-05,5.36993e+06
0.5078,-3.26791e-05,5.34659e+06,1.42683e-05,5.35596e+06
0.5088,-3.06445e-05,5.33406e+06,1.34124e-05,5.34285e+06
0.5098,-2.8607e-05,5.32239e+06,1.25552e-05,5.3306e+06
0.5108,-2.65671e-05,5.31157e+06,1.16969e-05,5.3192e+06
0.5118,-2.45247e-05,5.30162e+06,1.08376e-05,5.30867e+06
0.5128,-2.24802e-05,5.29252e+06,9.97725e-06,5.299e+06
0.5138,-2.04336e-05,5.28429e+06,9.11605e-06,5.29018e+06
0.5148,-1.83852e-05,5.27693e+06,8.25402e-06,5.28223e+06
0.5158,-1.63351e-05,5.27042e+06,7.39126e-06,5.27515e+06
0.5168,-1.42836e-05,5.26478e+06,6.52784e-06,5.26892e+06
0.5178,-1.22308e-05,5.26001e+06,5.66382e-06,5.26356e+06
0.5188,-1.01769e-05,5.2561e+06,4.7993e-06,5.25907e+06
0.5198,-8.12212e-06,5.25305e+06,3.93435e-06,5.25544e+06
0.5208,-6.06657e-06,5.25087e+06,3.06904e-06,5.25268e+06
0.5218,-4.01047e-06,5.24956e+06,2.20346e-06,5.25078e+06
0.5228,-1.954e-06,5.24911e+06,1.33767e-06,5.24975e+06
0.5238,1.02653e-07,5.24953e+06,4.71757e-07,5.24958e+06
0.5248,2.15931e-06,5.25081e+06,-3.942e-07,5.25028e+06
0.5258,4.21578e-06,5.25296e+06,-1.26013e-06,5.25185e+06
0.5268,6.2719e-06,5.25598e+06,-2.12595e-06,5.25428e+06
0.5278,8.32746e-06,5.25986e+06,-2.99158e-06,5.25757e+06
0.5288,1.03823e-05,5.2646e+06,-3.85695e-06,5.26174e+06
0.5298,1.24362e-05,5.27022e+06,-4.72199e-06,5.26676e+06
0.5308,1.4489e-05,5.27669e+06,-5.58661e-06,5.27266e+06
0.5318,1.65406e-05,5.28403e+06,-6.45073e-06,5.27941e+06
0.5328,1.85907e-05,5.29223e+06,-7.31429e-06,5.28703e+06
0.5338,2.06391e-05,5.30129e+06,-8.1772e-06,5.29551e+06
0.5348,2.26857e-05,5.31122e+06,-9.03939e-06,5.30486e+06
0.5358,2.47303e-05,5.32201e+06,-9.90077e-06,5.31506e+06
0.5368,2.67727e-05,5.33365e+06,-1.07613e-05,5.32612e+06
0.5378,2.88128e-05,5.34616e+06,-1.16208e-05,5.33805e+06
0.5388,3.08503e-05,5.35952e+06,-1.24794e-05,5.35083e+06
0.5398,3.2885e-05,5.37373e+06,-1.33368e-05,5.36447e+06
0.5408,3.49169e-05,5.38881e+06,-1.4193e-05,5.37897e+06
0.5418,3.69456e-05,5.40473e+06,-1.5048e-05,5.39432e+06
0.5428,3.89711e-05,5.42151e+06,-1.59017e-05,5.41052e+06
0.5438,4.09931e-05,5.43914e+06,-1.67539e-05,5.42757e+06
0.5448,4.30115e-05,5.45762e+06,-1.76046e-05,5.44548e+06
0.5458,4.5026e-05,5.47695e+06,-1.84538e-05,5.46423e+06
0.5468,4.70366e-05,5.49712e+06,-1.93014e-05,5.48383e+06
0.5478,4.9043e-05,5.51813e+06,-2.01472e-05,5.50428e+06
0.5488,5.1045e-05,5.53999e+06,-2.09913e-05,5.52557e+06
0.5498,5.30425e-05,5.56269e+06,-2.18335e-05,5.5477e+06
0.5508,5.50353e-05,5.58623e+06,-2.26737e-05,5.57067e+06
0.5518,5.70233e-05,5.6106e+06,-2.3512e-05,5.59447e+06
0.5528,5.90061e-05,5.63581e+06,-2.43481e-05,5.61912e+06
0.5538,6.09837e-05,5.66185e+06,-2.51821e-05,5.64459e+06
0.5548,6.29559e-05,5.68871e+06,-2.60138e-05,5.6709e+06
0.5558,6.49225e-05,5.71641e+06,-2.68433e-05,5.69804e+06
0.5568,6.68834e-05,5.74493e+06,-2.76704e-05,5.726e+06
0.5578,6.88383e-05,5.77427e+06,-2.8495e-05,5.75479e+06
0.5588,7.07871e-05,5.80443e+06,-2.9317e-05,5.78439e+06
0.5598,7.27296e-05,5.83541e+06,-3.01365e-05,5.81482e+06
0.5608,7.46657e-05,5.8672e+06,-3.09533e-05,5.84606e+06
0.5618,7.65951e-05,5.89981e+06,-3.17673e-05,5.87811e+06
0.5628,7.85177e-05,5.93322e+06,-3.25786e-05,5.91098e+06
0.5638,8.04334e-05,5.96743e+06,-3.33869e-05,5.94465e+06
0.5648,8.23419e-05,6.00245e+06,-3.41923e-05,5.97913e+06
0.5658,8.42431e-05,6.03827e+06,-3.49946e-05,6.01441e+06
0.5668,8.61368e-05,6.07489e+06,-3.57938e-05,6.05048e+06
0.5678,8.80229e-05,6.11229e+06,-3.65899e-05,6.08735e+06
0.5688,8.99011e-05,6.15049e+06,-3.73827e-05,6.12501e+06
0.5698,9.17714e-05,6.18947e+06,-3.81722e-05,6.16347e+06
0.5708,9.36335e-05,6.22924e+06,-3.89582e-05,6.2027e+06
0.5718,9.54873e-05,6.26978e+06,-3.97409e-05,6.24272e+06
0.5728,9.73326e-05,6.3111e+06,-4.052e-05,6.28351e+06
0.5738,9.91693e-05,6.35319e+06,-4.12955e-05,6.32508e+06
0.5748,0.000100997,6.39605e+06,-4.20673e-05,6.36742e+06
0.5758,0.000102816,6.43968e+06,-4.28354e-05,6.41053e+06
0.5768,0.000104626,6.48406e+06,-4.35997e-05,6.4544e+06
0.5778,0.000106426,6.5292e+06,-4.43601e-05,6.49903e+06
0.5788,0.000108217,6.57509e+06,-4.51166e-05,6.54441e+06
0.5798,0.000109999,6.62174e+06,-4.58691e-05,6.59054e+06
0.5808,0.00011177,6.66912e+06,-4.66175e-05,6.63743e+06
0.5818,0.000113532,6.71725e+06,-4.73617e-05,6.68505e+06
0.5828,0.000115284,6.76611e+06,-4.81018e-05,6.73341e+06
0.5838,0.000117025,6.8157e+06,-4.88376e-05,6.78251e+06
0.5848,0.000118756,6.86602e+06,-4.9569e-05,6.83234e+06
0.5858,0.000120477,6.91706e+06,-5.0296e-05,6.88289e+06
0.5868,0.000122186,6.96882e+06,-5.10186e-05,6.93416e+06
0.5878,0.000123885,7.0213e+06,-5.17367e-05,6.98615e+06
0.5888,0.000125573,7.07448e+06,-5.24501e-05,7.03886e+06
0.5898,0.00012725,7.12836e+06,-5.31589e-05,7.09227e+06
0.5908,0.000128915,7.18295e+06,-5.3863e-05,7.14638e+06
0.5918,0.000130569,7.23823e+06,-5.45622e-05,7.20119e+06
0.5928,0.000132212,7.2942e+06,-5.52567e-05,7.25669e+06
0.5938,0.000133842,7.35085e+06,-5.59462e-05,7.31288e+06
0.5948,0.000135461,7.40818e+06,-5.66308e-05,7.36975e+06
0.5958,0.000137068,7.46619e+06,-5.73103e-05,7.4273e+06
0.5968,0.000138662,7.52487e+06,-5.79847e-05,7.48552e+06
0.5978,0.000140245,7.58421e+06,-5.8654e-05,7.54441e+06
0.5988,0.000141814,7.64421e+06,-5.93181e-05,7.60397e+06
0.5998,0.000143372,7.70486e+06,-5.99769e-05,7.66418e+06
0.6008,0.000144916,7.76616e+06,-6.06304e-05,7.72504e+06
0.6018,0.000146448,7.8281e+06,-6.12785e-05,7.78654e+06
0.6028,0.000147966,7.89068e+06,-6.19211e-05,7.84869e+06
0.6038,0.000149472,7.9539e+06,-6.25583e-05,7.91148e+06
0.6048,0.000150964,8.01773e+06,-6.31899e-05,7.97489e+06
0.6058,0.000152443,8.08219e+06,-6.38159e-05,8.03892e+06
0.6068,0.000153908,8.14726e+06,-6.44362e-05,8.10358e+06
0.6078,0.000155359,8.21294e+06,-6.50508e-05,8.16885e+06
0.6088,0.000156797,8.27923e+06,-6.56596e-05,8.23472e+06
0.6098,0.000158221,8.34611e+06,-6.62626e-05,8.3012e+06
0.6108,0.000159631,8.41358e+06,-6.68597e-05,8.36827e+06
0.6118,0.000161026,8.48164e+06,-6.74508e-05,8.43593e+06
0.6128,0.000162407,8.55027e+06,-6.8036e-05,8.50417e+06
0.6138,0.000163774,8.61948e+06,-6.86151e-05,8.57299e+06
0.6148,0.000165127,8.68926e+06,-6.91882e-05,8.64238e+06
0.6158,0.000166464,8.75959e+06,-6.9755e-05,8.71234e+06
0.6168,0.000167787,8.83048e+06,-7.03157e-05,8.78285e+06
0.6178,0.000169095,8.90192e+06,-7.08702e-05,8.85392e+06
0.6188,0.000170388,8.9739e+06,-7.14183e-05,8.92553e+06
0.6198,0.000171666,9.04642e+06,-7.19601e-05,8.99768e+06
0.6208,0.000172928,9.11946e+06,-7.24955e-05,9.07036e+06
0.6218,0.000174175,9.19303e+06,-7.30245e-05,9.14357e+06
0.6228,0.000175407,9.26711e+06,-7.3547e-05,9.21731e+06
0.6238,0.000176623,9.3417e+06,-7.40629e-05,9.29155e+06
0.6248,0.000177824,9.41679e+06,-7.45723e-05,9.3663e+06
0.6258,0.000179008,9.49238e+06,-7.50751e-05,9.44156e+06
0.6268,0.000180177,9.56846e+06,-7.55711e-05,9.5173e+06
0.6278,0.00018133,9.64503e+06,-7.60605e-05,9.59354e+06
0.6288,0.000182466,9.72206e+06,-7.65431e-05,9.67025e+06
0.6298,0.000183587,9.79957e+06,-7.70189e-05,9.74744e+06
0.6308,0.000184691,9.87754e+06,-7.74879e-05,9.82509e+06
0.6318,0.000185779,9.95596e+06,-7.795e-05,9.9032e+06
0.6328,0.00018685,1.00348e+07,-7.84052e-05,9.98177e+06
0.6338,0.000187905,1.01141e+07,-7.88534e-05,1.00608e+07
0.6348,0.000188942,1.01939e+07,-7.92946e-05,1.01402e+07
0.6358,0.000189964,1.02741e+07,-7.97287e-05,1.02201e+07
0.6368,0.000190968,1.03547e+07,-8.01558e-05,1.03004e+07
0.6378,0.000191955,1.04357e+07,-8.05757e-05,1.03811e+07
0.6388,0.000192925,1.05171e+07,-8.09885e-05,1.04623e+07
0.6398,0.000193879,1.05989e+07,-8.13941e-05,1.05438e+07
0.6408,0.000194814,1.06811e+07,-8.17925e-05,1.06257e+07
0.6418,0.000195733,1.07637e+07,-8.21836e-05,1.07081e+07
0.6428,0.000196634,1.08466e+07,-8.25674e-05,1.07908e+07
0.6438,0.000197518,1.093e+07,-8.29439e-05,1.08739e+07
0.6448,0.000198384,1.10136e+07,-8.3313e-05,1.09573e+07
0.6458,0.000199233,1.10977e+07,-8.36747e-05,1.10411e+07
0.6468,0.000200064,1.11821e+07,-8.4029e-05,1.11253e+07
0.6478,0.000200877,1.12668e+07,-8.43758e-05,1.12097e+07
0.6488,0.000201672,1.13519e+07,-8.47151e-05,1.12946e+07
0.6498,0.000202449,1.14373e+07,-8.50469e-05,1.13797e+07
0.6508,0.000203209,1.1523e+07,-8.53711e-05,1.14652e+07
0.6518,0.00020395,1.1609e+07,-8.56878e-05,1.1551e+07
0.6528,0.000204673,1.16953e+07,-8.59968e-05,1.16371e+07
0.6538,0.000205378,1.17819e+07,-8.62982e-05,1.17235e+07
0.6548,0.000206065,1.18688e+07,-8.6592e-05,1.18102e+07
0.6558,0.000206733,1.19559e+07,-8.6878e-05,1.18972e+07
0.6568,0.000207384,1.20434e+07,-8.71563e-05,1.19845e+07
0.6578,0.000208015,1.21311e+07,-8.74269e-05,1.2072e+07
0.6588,0.000208628,1.2219e+07,-8.76897e-05,1.21598e+07
0.6598,0.000209223,1.23073e+07,-8.79448e-05,1.22478e+07
0.6608,0.000209799,1.23957e+07,-8.8192e-05,1.23361e+07
0.6618,0.000210357,1.24844e+07,-8.84314e-05,1.24246e+07
0.6628,0.000210895,1.25733e+07,-8.86629e-05,1.25134e+07
0.6638,0.000211415,1.26624e+07,-8.88866e-05,1.26023e+07
0.6648,0.000211917,1.27517e+07,-8.91023e-05,1.26915e+07
0.6658,0.000212399,1.28412e+07,-8.93102e-05,1.27809e+07
0.6668,0.000212863,1.29309e+07,-8.95101e-05,1.28705e+07
0.6678,0.000213307,1.30208e+07,-8.9702e-05,1.29602e+07
0.6688,0.000213733,1.31109e+07,-8.9886e-05,1.30502e+07
0.6698,0.00021414,1.32012e+07,-9.0062e-05,1.31403e+07
0.6708,0.000214528,1.32916e+07,-9.023e-05,1.32306e+07
0.6718,0.000214896,1.33821e+07,-9.039e-05,1.3321e+07
0.6728,0.000215246,1.34728e+07,-9.0542e-05,1.34116e+07
0.6738,0.000215576,1.35636e+07,-9.06859e-05,1.35024e+07
0.6748,0.000215888,1.36546e+07,-9.08218e-05,1.35932e+07
0.6758,0.00021618,1.37457e+07,-9.09496e-05,1.36842e+07
0.6768,0.000216453,1.38369e+07,-9.10693e-05,1.37754e+07
0.6778,0.000216706,1.39282e+07,-9.1181e-05,1.38666e+07
0.6788,0.000216941,1.40195e+07,-9.12845e-05,1.39579e+07
0.6798,0.000217156,1.4111e+07,-9.13799e-05,1.40493e+07
0.6808,0.000217352,1.42026e+07,-9.14672e-05,1.41408e+07
0.6818,0.000217528,1.42942e+07,-9.15464e-05,1.42324e+07
0.6828,0.000217686,1.43859e+07,-9.16175e-05,1.4324e+07
0.6838,0.000217824,1.44776e+07,-9.16804e-05,1.44157e+07
0.6848,0.000217942,1.45694e+07,-9.17351e-05,1.45075e+07
0.6858,0.000218041,1.46612e+07,-9.17818e-05,1.45993e+07
0.6868,0.000218121,1.47531e+07,-9.18202e-05,1.46911e+07
0.6878,0.000218182,1.4845e+07,-9.18506e-05,1.4783e+07
0.6888,0.000218223,1.49369e+07,-9.18727e-05,1.48749e+07
0.6898,0.000218244,1.50288e+07,-9.18867e-05,1.49668e+07
0.6908,0.000218247,1.51207e+07,-9.18925e-05,1.50586e+07
0.6918,0.00021823,1.52126e+07,-9.18902e-05,1.51505e+07
0.6928,0.000218193,1.53044e+07,-9.18797e-05,1.52424e+07
0.6938,0.000218137,1.53963e+07,-9.18611e-05,1.53343e+07
0.6948,0.000218062,1.54881e+07,-9.18342e-05,1.54261e+07
0.6958,0.000217968,1.55798e+07,-9.17993e-05,1.55179e+07
0.6968,0.000217854,1.56715e+07,-9.17562e-05,1.56096e+07
0.6978,0.00021772,1.57632e+07,-9.17049e-05,1.57013e+07
0.6988,0.000217568,1.58548e+07,-9.16455e-05,1.57929e+07
0.6998,0.000217396,1.59463e+07,-9.15779e-05,1.58845e+07
0.7008,0.000217205,1.60377e+07,-9.15022e-05,1.5976e+07
0.7018,0.000216994,1.6129e+07,-9.14184e-05,1.60674e+07
0.7028,0.000216764,1.62203e+07,-9.13264e-05,1.61586e+07
0.7038,0.000216515,1.63114e+07,-9.12264e-05,1.62498e+07
0.7048,0.000216247,1.64024e+07,-9.11182e-05,1.63409e+07
0.7058,0.000215959,1.64933e+07,-9.1002e-05,1.64319e+07
0.7068,0.000215653,1.6584e+07,-9.08776e-05,1.65227e+07
0.7078,0.000215327,1.66746e+07,-9.07452e-05,1.66134e+07
0.7088,0.000214982,1.67651e+07,-9.06048e-05,1.6704e+07
0.7098,0.000214618,1.68554e+07,-9.04562e-05,1.67944e+07
0.7108,0.000214235,1.69455e+07,-9.02997e-05,1.68846e+07
0.7118,0.000213832,1.70355e+07,-9.01351e-05,1.69747e+07
0.7128,0.000213411,1.71253e+07,-8.99625e-05,1.70646e+07
0.7138,0.000212971,1.72149e+07,-8.9782e-05,1.71543e+07
0.7148,0.000212512,1.73043e+07,-8.95934e-05,1.72438e+07
0.7158,0.000212034,1.73934e+07,-8.93969e-05,1.73332e+07
0.7168,0.000211537,1.74824e+07,-8.91925e-05,1.74223e+07
0.7178,0.000211022,1.75712e+07,-8.89801e-05,1.75112e+07
0.7188,0.000210488,1.76597e+07,-8.87598e-05,1.75999e+07
0.7198,0.000209935,1.7748e+07,-8.85317e-05,1.76883e+07
0.7208,0.000209363,1.78361e+07,-8.82957e-05,1.77765e+07
0.7218,0.000208773,1.79239e+07,-8.80518e-05,1.78645e+07
0.7228,0.000208164,1.80114e+07,-8.78001e-05,1.79522e+07
0.7238,0.000207537,1.80987e+07,-8.75406e-05,1.80397e+07
0.7248,0.000206891,1.81857e+07,-8.72734e-05,1.81268e+07
0.7258,0.000206227,1.82724e+07,-8.69984e-05,1.82137e+07
0.7268,0.000205544,1.83588e+07,-8.67156e-05,1.83004e+07
0.7278,0.000204844,1.84449e+07,-8.64252e-05,1.83867e+07
0.7288,0.000204125,1.85308e+07,-8.61271e-05,1.84727e+07
0.7298,0.000203388,1.86163e+07,-8.58213e-05,1.85584e+07
0.7308,0.000202633,1.87014e+07,-8.55079e-05,1.86438e+07
0.7318,0.00020186,1.87863e+07,-8.5187e-05,1.87289e+07
0.7328,0.000201069,1.88708e+07,-8.48584e-05,1.88136e+07
0.7338,0.00020026,1.8955e+07,-8.45223e-05,1.8898e+07
0.7348,0.000199433,1.90388e+07,-8.41787e-05,1.89821e+07
0.7358,0.000198589,1.91223e+07,-8.38276e-05,1.90658e+07
0.7368,0.000197727,1.92054e+07,-8.34691e-05,1.91491e+07
0.7378,0.000196848,1.92881e+07,-8.31032e-05,1.92321e+07
0.7388,0.000195951,1.93704e+07,-8.27299e-05,1.93147e+07
0.7398,0.000195036,1.94524e+07,-8.23492e-05,1.93969e+07
0.7408,0.000194104,1.9534e+07,-8.19612e-05,1.94788e+07
0.7418,0.000193155,1.96151e+07,-8.1566e-05,1.95602e+07
0.7428,0.000192189,1.96959e+07,-8.11635e-05,1.96412e+07
0.7438,0.000191206,1.97762e+07,-8.07538e-05,1.97218e+07
0.7448,0.000190206,1.98561e+07,-8.03369e-05,1.9802e+07
0.7458,0.000189189,1.99356e+07,-7.99128e-05,1.98818e+07
0.7468,0.000188155,2.00146e+07,-7.94817e-05,1.99611e+07
0.7478,0.000187104,2.00932e+07,-7.90435e-05,2.004e+07
0.7488,0.000186049,2.01712e+07,-7.98246e-05,2.0118e+07
0.7498,0.000185372,2.02445e+07,-9.1457e-05,2.0189e+07
0.7508,0.000185949,2.03044e+07,-0.000115706,2.02439e+07
0.7518,0.000188409,2.03451e+07,-0.000147033,2.02777e+07
0.7528,0.000192895,2.03653e+07,-0.000179049,2.02906e+07
0.7538,0.00019913,2.03679e+07,-0.000206671,2.02866e+07
0.7548,0.000206567,2.03585e+07,-0.000226891,2.02716e+07
0.7558,0.000214558,2.03432e+07,-0.000238846,2.02525e+07
0.7568,0.000222506,2.03281e+07,-0.000243437,2.02348e+07
0.7578,0.000229958,2.03172e+07,-0.000242712,2.02227e+07
0.7588,0.00023666,2.03131e+07,-0.00023919,2.0218e+07
0.7598,0.000242551,2.03163e+07,-0.000235268,2.02207e+07
0.7608,0.000247727,2.03258e+07,-0.000232801,2.02296e+07
0.7618,0.000252381,2.03395e+07,-0.000232894,2.02424e+07
0.7628,0.000256746,2.03553e+07,-0.00023588,2.02567e+07
0.7638,0.000261037,2.03709e+07,-0.00024145,2.02704e+07
0.7648,0.000265418,2.0385e+07,-0.000248877,2.0282e+07
0.7658,0.000269983,2.03965e+07,-0.000257256,2.02909e+07
0.7668,0.000274754,2.04053e+07,-0.000265717,2.02971e+07
0.7678,0.000279698,2.04116e+07,-0.000273585,2.03009e+07
0.7688,0.000284746,2.04163e+07,-0.000280454,2.03032e+07
0.7698,0.000289813,2.04201e+07,-0.000286197,2.03049e+07
0.7708,0.000294821,2.04238e+07,-0.000290918,2.03066e+07
0.7718,0.000299709,2.0428e+07,-0.000294877,2.0309e+07
0.7728,0.000304444,2.04329e+07,-0.000298396,2.03123e+07
0.7738,0.000309015,2.04386e+07,-0.000301787,2.03164e+07
0.7748,0.000313433,2.04452e+07,-0.000305297,2.03214e+07
0.7758,0.000317723,2.04522e+07,-0.000309072,2.03267e+07
