"time","psource.tlm.q [m^3/s]","psource.tlm.p [Pa]","prv.tlm.q [m^3/s]","prv.tlm.p [Pa]"
0.7768,0.000321913,2.04593e+07,-0.000313161,2.03323e+07
0.7778,0.000326033,2.04665e+07,-0.000317528,2.03377e+07
0.7788,0.000330102,2.04733e+07,-0.000322081,2.03428e+07
0.7798,0.000334134,2.04797e+07,-0.000326705,2.03475e+07
0.7808,0.000338131,2.04857e+07,-0.000331285,2.03517e+07
0.7818,0.00034209,2.04913e+07,-0.000335732,2.03556e+07
0.7828,0.000346001,2.04965e+07,-0.000339993,2.03593e+07
0.7838,0.000349853,2.05016e+07,-0.000344047,2.03627e+07
0.7848,0.000353636,2.05065e+07,-0.000347906,2.03662e+07
0.7858,0.000357342,2.05114e+07,-0.000351603,2.03696e+07
0.7868,0.000360966,2.05163e+07,-0.000355178,2.03731e+07
0.7878,0.000364505,2.05213e+07,-0.000358671,2.03766e+07
0.7888,0.000367961,2.05262e+07,-0.000362115,2.03801e+07
0.7898,0.000371337,2.05311e+07,-0.000365528,2.03837e+07
0.7908,0.000374636,2.0536e+07,-0.000368919,2.03872e+07
0.7918,0.000377862,2.05407e+07,-0.000372282,2.03907e+07
0.7928,0.000381016,2.05454e+07,-0.000375605,2.0394e+07
0.7938,0.000384101,2.05498e+07,-0.000378875,2.03972e+07
0.7948,0.000387117,2.05542e+07,-0.000382076,2.04003e+07
0.7958,0.000390063,2.05584e+07,-0.000385196,2.04033e+07
0.7968,0.000392938,2.05624e+07,-0.000388227,2.04061e+07
0.7978,0.00039574,2.05663e+07,-0.000391167,2.04089e+07
0.7988,0.000398468,2.05702e+07,-0.000394017,2.04116e+07
0.7998,0.000401119,2.05739e+07,-0.00039678,2.04143e+07
0.8008,0.000403695,2.05775e+07,-0.000399461,2.04169e+07
0.8018,0.000406193,2.05811e+07,-0.000402065,2.04194e+07
0.8028,0.000408614,2.05845e+07,-0.000404597,2.04218e+07
0.8038,0.000410958,2.05878e+07,-0.000407058,2.04242e+07
0.8048,0.000413226,2.05911e+07,-0.00040945,2.04265e+07
0.8058,0.000415417,2.05942e+07,-0.000411771,2.04288e+07
0.8068,0.000417532,2.05972e+07,-0.000414021,2.04309e+07
0.8078,0.000419571,2.06002e+07,-0.000416198,2.0433e+07
0.8088,0.000421533,2.06029e+07,-0.000418298,2.0435e+07
0.8098,0.00042342,2.06056e+07,-0.000420321,2.04369e+07
0.8108,0.000425229,2.06082e+07,-0.000422265,2.04387e+07
0.8118,0.000426961,2.06106e+07,-0.00042413,2.04404e+07
0.8128,0.000428616,2.0613e+07,-0.000425915,2.04421e+07
0.8138,0.000430193,2.06152e+07,-0.000427622,2.04436e+07
0.8148,0.000431692,2.06173e+07,-0.00042925,2.04451e+07
0.8158,0.000433113,2.06193e+07,-0.0004308,2.04465e+07
0.8168,0.000434456,2.06212e+07,-0.000432272,2.04479e+07
0.8178,0.000435721,2.0623e+07,-0.000433667,2.04491e+07
0.8188,0.000436907,2.06247e+07,-0.000434985,2.04503e+07
0.8198,0.000438015,2.06263e+07,-0.000436226,2.04514e+07
0.8208,0.000439044,2.06277e+07,-0.000437389,2.04524e+07
0.8218,0.000439995,2.06291e+07,-0.000438473,2.04534e+07
0.8228,0.000440867,2.06303e+07,-0.00043948,2.04542e+07
0.8238,0.000441661,2.06314e+07,-0.000440407,2.0455e+07
0.8248,0.000442376,2.06324e+07,-0.000441256,2.04557e+07
0.8258,0.000443012,2.06333e+07,-0.000442026,2.04563e+07
0.8268,0.00044357,2.06341e+07,-0.000442716,2.04568e+07
0.8278,0.000444048,2.06348e+07,-0.000443328,2.04573e+07
0.8288,0.000444447,2.06353e+07,-0.00044386,2.04576e+07
0.8298,0.000444767,2.06357e+07,-0.000444314,2.04579e+07
0.8308,0.000445009,2.06361e+07,-0.000444688,2.04581e+07
0.8318,0.000445171,2.06363e+07,-0.000444984,2.04583e+07
0.8328,0.000445254,2.06364e+07,-0.0004452,2.04583e+07
0.8338,0.000445257,2.06364e+07,-0.000445338,2.04583e+07
0.8348,0.000445182,2.06363e+07,-0.000445397,2.04581e+07
0.8358,0.000445028,2.0636e+07,-0.000445376,2.04579e+07
0.8368,0.000444794,2.06357e+07,-0.000445276,2.04577e+07
0.8378,0.000444482,2.06352e+07,-0.000445097,2.04573e+07
0.8388,0.00044409,2.06346e+07,-0.00044484,2.04568e+07
0.8398,0.00044362,2.06339e+07,-0.000444503,2.04563e+07
0.8408,0.00044307,2.06331e+07,-0.000444087,2.04557e+07
0.8418,0.000442442,2.06322e+07,-0.000443591,2.0455e+07
0.8428,0.000441735,2.06312e+07,-0.000443017,2.04542e+07
0.8438,0.000440949,2.063e+07,-0.000442364,2.04534e+07
0.8448,0.000440084,2.06288e+07,-0.000441633,2.04525e+07
0.8458,0.000439141,2.06274e+07,-0.000440822,2.04514e+07
0.8468,0.000438119,2.06259e+07,-0.000439933,2.04503e+07
0.8478,0.000437018,2.06244e+07,-0.000438965,2.04492e+07
0.8488,0.00043584,2.06226e+07,-0.000437918,2.04479e+07
0.8498,0.000434583,2.06208e+07,-0.000436793,2.04466e+07
0.8508,0.000433247,2.06189e+07,-0.00043559,2.04452e+07
0.8518,0.000431834,2.06169e+07,-0.000434309,2.04437e+07
0.8528,0.000430343,2.06147e+07,-0.000432949,2.04421e+07
0.8538,0.000428774,2.06125e+07,-0.000431512,2.04404e+07
0.8548,0.000427128,2.06101e+07,-0.000429996,2.04387e+07
0.8558,0.000425404,2.06076e+07,-0.000428403,2.04369e+07
0.8568,0.000423602,2.0605e+07,-0.000426732,2.0435e+07
0.8578,0.000421724,2.06023e+07,-0.000424984,2.0433e+07
0.8588,0.000419768,2.05995e+07,-0.000423158,2.04309e+07
0.8598,0.000417736,2.05966e+07,-0.000421255,2.04288e+07
0.8608,0.000415627,2.05936e+07,-0.000419275,2.04266e+07
0.8618,0.000413441,2.05904e+07,-0.000417219,2.04243e+07
0.8628,0.000411179,2.05872e+07,-0.000415086,2.04219e+07
0.8638,0.000408841,2.05838e+07,-0.000412876,2.04195e+07
0.8648,0.000406427,2.05803e+07,-0.00041059,2.0417e+07
0.8658,0.000403938,2.05768e+07,-0.000408229,2.04144e+07
0.8668,0.000401373,2.05731e+07,-0.000405791,2.04117e+07
0.8678,0.000398733,2.05693e+07,-0.000403278,2.04089e+07
0.8688,0.000396018,2.05654e+07,-0.000400689,2.04061e+07
0.8698,0.000393228,2.05614e+07,-0.000398025,2.04032e+07
0.8708,0.000390364,2.05573e+07,-0.000395287,2.04002e+07
0.8718,0.000387426,2.05531e+07,-0.000392473,2.03971e+07
0.8728,0.000384413,2.05487e+07,-0.000389586,2.0394e+07
0.8738,0.000381327,2.05443e+07,-0.000386624,2.03908e+07
0.8748,0.000378167,2.05398e+07,-0.000383588,2.03875e+07
0.8758,0.000374935,2.05351e+07,-0.000380478,2.03841e+07
0.8768,0.000371629,2.05304e+07,-0.000377296,2.03807e+07
0.8778,0.000368251,2.05256e+07,-0.00037404,2.03771e+07
0.8788,0.000364801,2.05206e+07,-0.000370711,2.03736e+07
0.8798,0.000361278,2.05156e+07,-0.00036731,2.03699e+07
0.8808,0.000357684,2.05104e+07,-0.000363837,2.03662e+07
0.8818,0.000354019,2.05052e+07,-0.000360292,2.03623e+07
0.8828,0.000350283,2.04998e+07,-0.000356675,2.03585e+07
0.8838,0.000346476,2.04943e+07,-0.000352987,2.03545e+07
0.8848,0.000342598,2.04888e+07,-0.000349228,2.03505e+07
0.8858,0.000338651,2.04831e+07,-0.000345399,2.03464e+07
0.8868,0.000334634,2.04774e+07,-0.000341499,2.03422e+07
0.8878,0.000330548,2.04715e+07,-0.000337529,2.0338e+07
0.8888,0.000326393,2.04656e+07,-0.00033349,2.03336e+07
0.8898,0.000322169,2.04595e+07,-0.000329382,2.03293e+07
0.8908,0.000317877,2.04534e+07,-0.000325205,2.03248e+07
0.8918,0.000313518,2.04471e+07,-0.000320959,2.03203e+07
0.8928,0.000309091,2.04408e+07,-0.000316646,2.03157e+07
0.8938,0.000304596,2.04343e+07,-0.000312264,2.0311e+07
0.8948,0.000300036,2.04278e+07,-0.000307816,2.03063e+07
0.8958,0.000295409,2.04212e+07,-0.0003033,2.03015e+07
0.8968,0.000290716,2.04145e+07,-0.000298718,2.02966e+07
0.8978,0.000285958,2.04077e+07,-0.00029407,2.02917e+07
0.8988,0.000281135,2.04007e+07,-0.000289356,2.02867e+07
0.8998,0.000276248,2.03937e+07,-0.000284577,2.02816e+07
0.9008,0.000271296,2.03867e+07,-0.000279734,2.02765e+07
0.9018,0.000266281,2.03795e+07,-0.000274825,2.02713e+07
0.9028,0.000261202,2.03722e+07,-0.000269853,2.02661e+07
0.9038,0.000256061,2.03648e+07,-0.000264817,2.02607e+07
0.9048,0.000250857,2.03574e+07,-0.000259718,2.02554e+07
0.9058,0.000245592,2.03499e+07,-0.000254557,2.02499e+07
0.9068,0.000240265,2.03422e+07,-0.000249333,2.02444e+07
0.9078,0.000234878,2.03345e+07,-0.000244048,2.02388e+07
0.9088,0.00022943,2.03267e+07,-0.000238701,2.02332e+07
0.9098,0.000223922,2.03188e+07,-0.000233294,2.02275e+07
0.9108,0.000218354,2.03109e+07,-0.000227827,2.02217e+07
0.9118,0.000212728,2.03028e+07,-0.000222299,2.02159e+07
0.9128,0.000207043,2.02947e+07,-0.000216712,2.021e+07
0.9138,0.0002013,2.02865e+07,-0.000211067,2.02041e+07
0.9148,0.0001955,2.02782e+07,-0.000205363,2.01981e+07
0.9158,0.000189643,2.02698e+07,-0.000199601,2.0192e+07
0.9168,0.000183729,2.02613e+07,-0.000193782,2.01859e+07
0.9178,0.00017776,2.02528e+07,-0.000187907,2.01797e+07
0.9188,0.000171735,2.02442e+07,-0.000181975,2.01735e+07
0.9198,0.000165655,2.02355e+07,-0.000175987,2.01672e+07
0.9208,0.000159521,2.02267e+07,-0.000169944,2.01609e+07
0.9218,0.000153334,2.02178e+07,-0.000163847,2.01545e+07
0.9228,0.000147093,2.02089e+07,-0.000157695,2.0148e+07
0.9238,0.000140799,2.01999e+07,-0.00015149,2.01415e+07
0.9248,0.000134454,2.01908e+07,-0.000145232,2.0135e+07
0.9258,0.000128057,2.01817e+07,-0.000138921,2.01284e+07
0.9268,0.000121609,2.01724e+07,-0.000132559,2.01217e+07
0.9278,0.000115111,2.01631e+07,-0.000126145,2.0115e+07
0.9288,0.000108563,2.01538e+07,-0.00011968,2.01082e+07
0.9298,0.000101965,2.01443e+07,-0.000113165,2.01014e+07
0.9308,9.53195e-05,2.01348e+07,-0.000106601,2.00945e+07
0.9318,8.86256e-05,2.01253e+07,-9.99872e-05,2.00876e+07
0.9328,8.18843e-05,2.01156e+07,-9.33252e-05,2.00807e+07
0.9338,7.50961e-05,2.01059e+07,-8.66154e-05,2.00737e+07
0.9348,6.82617e-05,2.00961e+07,-7.98584e-05,2.00666e+07
0.9358,6.13817e-05,2.00863e+07,-7.30547e-05,2.00595e+07
0.9368,5.44566e-05,2.00764e+07,-6.62049e-05,2.00524e+07
0.9378,4.74872e-05,2.00664e+07,-5.93097e-05,2.00452e+07
0.9388,4.0474e-05,2.00564e+07,-5.23697e-05,2.00379e+07
0.9398,3.34176e-05,2.00463e+07,-4.53854e-05,2.00306e+07
0.9408,2.63187e-05,2.00362e+07,-3.83576e-05,2.00233e+07
0.9418,1.91779e-05,2.00259e+07,-3.12868e-05,2.0016e+07
0.9428,1.19959e-05,2.00157e+07,-2.41736e-05,2.00085e+07
0.9438,4.77319e-06,2.00053e+07,-1.70188e-05,2.00011e+07
0.9448,-2.48948e-06,1.9995e+07,-9.82287e-06,1.99936e+07
0.9458,-9.79148e-06,1.99845e+07,-2.58651e-06,1.99861e+07
0.9468,-1.71289e-05,1.9974e+07,4.2106e-06,1.99783e+07
0.9478,-2.4374e-05,1.9962e+07,8.25224e-06,1.99686e+07
0.9488,-3.13972e-05,1.99474e+07,1.14257e-05,1.9956e+07
0.9498,-3.81805e-05,1.99301e+07,1.43685e-05,1.99406e+07
0.9508,-4.47287e-05,1.991e+07,1.7189e-05,1.99225e+07
0.9518,-5.10499e-05,1.98873e+07,1.99082e-05,1.99016e+07
0.9528,-5.71523e-05,1.98621e+07,2.25327e-05,1.98781e+07
0.9538,-6.30442e-05,1.98345e+07,2.50663e-05,1.98522e+07
0.9548,-6.87334e-05,1.98045e+07,2.75127e-05,1.98238e+07
0.9558,-7.42273e-05,1.97722e+07,2.98749e-05,1.97931e+07
0.9568,-7.95331e-05,1.97377e+07,3.21561e-05,1.97601e+07
0.9578,-8.46577e-05,1.97011e+07,3.43593e-05,1.9725e+07
0.9588,-8.96077e-05,1.96625e+07,3.64874e-05,1.96877e+07
0.9598,-9.43894e-05,1.96218e+07,3.8543e-05,1.96485e+07
0.9608,-9.90089e-05,1.95793e+07,4.05287e-05,1.96072e+07
0.9618,-0.000103472,1.95349e+07,4.24472e-05,1.95641e+07
0.9628,-0.000107784,1.94887e+07,4.43008e-05,1.95191e+07
0.9638,-0.000111951,1.94408e+07,4.60918e-05,1.94724e+07
0.9648,-0.000115978,1.93912e+07,4.78224e-05,1.9424e+07
0.9658,-0.000119869,1.934e+07,4.94948e-05,1.93739e+07
0.9668,-0.00012363,1.92872e+07,5.1111e-05,1.93222e+07
0.9678,-0.000127264,1.9233e+07,5.2673e-05,1.9269e+07
0.9688,-0.000130777,1.91772e+07,5.41826e-05,1.92143e+07
0.9698,-0.000134172,1.91201e+07,5.56416e-05,1.91581e+07
0.9708,-0.000137454,1.90616e+07,5.70518e-05,1.91006e+07
0.9718,-0.000140626,1.90018e+07,5.84149e-05,1.90417e+07
0.9728,-0.000143691,1.89407e+07,5.97323e-05,1.89815e+07
0.9738,-0.000146654,1.88784e+07,6.10056e-05,1.892e+07
0.9748,-0.000149518,1.8815e+07,6.22363e-05,1.88573e+07
0.9758,-0.000152286,1.87503e+07,6.34258e-05,1.87935e+07
0.9768,-0.000154961,1.86846e+07,6.45755e-05,1.87285e+07
0.9778,-0.000157546,1.86178e+07,6.56865e-05,1.86624e+07
0.9788,-0.000160044,1.85499e+07,6.67601e-05,1.85953e+07
0.9798,-0.000162458,1.8481e+07,6.77976e-05,1.85271e+07
0.9808,-0.00016479,1.84112e+07,6.88001e-05,1.8458e+07
0.9818,-0.000167043,1.83405e+07,6.97685e-05,1.83879e+07
0.9828,-0.000169219,1.82688e+07,7.07041e-05,1.83168e+07
0.9838,-0.000171321,1.81963e+07,7.16078e-05,1.82449e+07
0.9848,-0.000173351,1.81229e+07,7.24805e-05,1.81721e+07
0.9858,-0.00017531,1.80487e+07,7.33231e-05,1.80985e+07
0.9868,-0.000177202,1.79738e+07,7.41366e-05,1.80241e+07
0.9878,-0.000179027,1.78981e+07,7.49218e-05,1.79489e+07
0.9888,-0.000180789,1.78216e+07,7.56795e-05,1.78729e+07
0.9898,-0.000182487,1.77444e+07,7.64105e-05,1.77962e+07
0.9908,-0.000184126,1.76666e+07,7.71155e-05,1.77189e+07
0.9918,-0.000185705,1.75881e+07,7.77952e-05,1.76408e+07
0.9928,-0.000187227,1.7509e+07,7.84504e-05,1.75622e+07
0.9938,-0.000188693,1.74293e+07,7.90816e-05,1.74829e+07
0.9948,-0.000190104,1.7349e+07,7.96896e-05,1.74029e+07
0.9958,-0.000191463,1.72681e+07,8.02748e-05,1.73225e+07
0.9968,-0.000192769,1.71867e+07,8.0838e-05,1.72414e+07
0.9978,-0.000194026,1.71048e+07,8.13797e-05,1.71599e+07
0.9988,-0.000195233,1.70223e+07,8.19003e-05,1.70778e+07
0.9998,-0.000196392,1.69394e+07,8.24004e-05,1.69952e+07
