time,shaft1.tlm.rx,shaft1.tlm.ry,shaft1.tlm.rz,shaft1.tlm.ax,shaft1.tlm.ay,shaft1.tlm.az,shaft1.tlm.vx,shaft1.tlm.vy,shaft1.tlm.vz,shaft1.tlm.wx,shaft1.tlm.wy,shaft1.tlm.wz,shaft1.tlm.fx,shaft1.tlm.fy,shaft1.tlm.fz,shaft1.tlm.tx,shaft1.tlm.ty,shaft1.tlm.tz,brg1.bIR`cs1.rx,brg1.bIR`cs1.ry,brg1.bIR`cs1.rz,brg1.bIR`cs1.ax,brg1.bIR`cs1.ay,brg1.bIR`cs1.az,brg1.bIR`cs1.vx,brg1.bIR`cs1.vy,brg1.bIR`cs1.vz,brg1.bIR`cs1.wx,brg1.bIR`cs1.wy,brg1.bIR`cs1.wz,brg1.bIR`cs1.fx,brg1.bIR`cs1.fy,brg1.bIR`cs1.fz,brg1.bIR`cs1.tx,brg1.bIR`cs1.ty,brg1.bIR`cs1.tz,brg1.bER`cs1.rx,brg1.bER`cs1.ry,brg1.bER`cs1.rz,brg1.bER`cs1.ax,brg1.bER`cs1.ay,brg1.bER`cs1.az,brg1.bER`cs1.vx,brg1.bER`cs1.vy,brg1.bER`cs1.vz,brg1.bER`cs1.wx,brg1.bER`cs1.wy,brg1.bER`cs1.wz,brg1.bER`cs1.fx,brg1.bER`cs1.fy,brg1.bER`cs1.fz,brg1.bER`cs1.tx,brg1.bER`cs1.ty,brg1.bER`cs1.tz,shaft2.tlm.rx,shaft2.tlm.ry,shaft2.tlm.rz,shaft2.tlm.ax,shaft2.tlm.ay,shaft2.tlm.az,shaft2.tlm.vx,shaft2.tlm.vy,shaft2.tlm.vz,shaft2.tlm.wx,shaft2.tlm.wy,shaft2.tlm.wz,shaft2.tlm.fx,shaft2.tlm.fy,shaft2.tlm.fz,shaft2.tlm.tx,shaft2.tlm.ty,shaft2.tlm.tz
0.148,-0.000175011,-0.0999998,-5.67897e-07,5.67897e-06,-1.65587e-05,-0.00175011,-0.00149852,2.62276e-06,-3.00406e-05,0.000299932,-0.000271558,-0.0149853,-14.2767,0.0364997,-0.880204,0.0240183,-0.0217248,-1.20461,-0.000169805,-5.6559e-06,-3.20385e-06,-0.570793,0.273822,3.14095,-0.00145913,-0.000117842,-8.76671e-05,-0.000310516,0.00049683,-0.00894648,-11.555,-0.923947,-0.693139,-0.025978,0.0404324,-0.716233,-0.000171483,1.49998e-07,4.14218e-08,-0.570802,0.273868,3.13985,-0.00150695,2.00235e-06,-3.45753e-05,0.000305455,-0.000311309,-0.0150126,-9.80647,-0.00267375,0.356075,0.0253049,-0.0264359,-1.19781,-0.000172001,-5.66019e-06,-3.44399e-06,-3.17523e-06,2.9534e-05,-0.000640284,-0.00145345,-0.000118931,-8.14575e-05,-0.000320377,0.000494974,-0.00897502,-11.7466,-0.951286,-0.650777,-0.0256749,0.0395985,-0.723975
0.149,-0.000176536,-0.0999998,-5.99108e-07,5.99108e-06,-1.69535e-05,-0.00176536,-0.00150259,2.6528e-06,-3.12507e-05,0.000311956,-0.000312799,-0.0150259,-14.2598,0.04298,-0.857123,0.0249842,-0.0250241,-1.20798,-0.000171302,-5.77623e-06,-3.30929e-06,-0.570793,0.273822,3.14094,-0.00146251,-0.000118129,-8.52728e-05,-0.000430374,0.000398791,-0.00858175,-11.6484,-0.934277,-0.708975,-0.0434786,0.0244366,-0.650993,-0.000173009,1.52142e-07,1.02391e-08,-0.570803,0.273868,3.13984,-0.00150959,1.92002e-06,-3.20711e-05,0.000246526,-3.22587e-05,-0.0151921,-9.88774,-0.00526244,0.367306,0.0155285,0.0168017,-1.22751,-0.000173496,-5.78026e-06,-3.5499e-06,-3.44901e-06,3.00557e-05,-0.000649184,-0.0014582,-0.000116163,-8.53542e-05,-0.000322472,0.000502019,-0.00901838,-11.7892,-0.929557,-0.68517,-0.0256742,0.0401615,-0.727668
0.15,-0.000178065,-0.0999998,-6.31228e-07,6.31228e-06,-1.7366e-05,-0.00178065,-0.0015332,2.73023e-06,-2.16728e-05,0.000216921,0.000108188,-0.015332,-14.6748,0.0479308,-0.722381,0.0173374,0.0086552,-1.23247,-0.000172794,-5.89416e-06,-3.41291e-06,-0.570792,0.273821,3.14094,-0.00147247,-0.000115644,-9.15971e-05,-0.000313478,0.000522235,-0.00905142,-11.7484,-0.912722,-0.769252,-0.02473,0.0435789,-0.724456,-0.000174534,1.54187e-07,-2.1826e-08,-0.570803,0.273869,3.13982,-0.00151382,2.44855e-06,-2.79484e-05,0.000313692,-0.000327657,-0.0151841,-9.929,-0.00203501,0.407463,0.025864,-0.0289028,-1.2194,-0.000174991,-5.89902e-06,-3.6531e-06,-3.72762e-06,3.0591e-05,-0.000658178,-0.00146638,-0.000116829,-8.69822e-05,-0.000498846,0.000344842,-0.00837379,-11.8496,-0.934778,-0.695628,-0.0399319,0.0275878,-0.675794
0.151,-0.000179601,-0.0999998,-6.63244e-07,6.63244e-06,-1.77571e-05,-0.00179601,-0.00152642,2.74167e-06,-3.2598e-05,0.00032532,-0.000368035,-0.0152642,-14.5252,0.0459639,-0.924786,0.0260436,-0.0294428,-1.22705,-0.000174292,-6.01139e-06,-3.51608e-06,-0.570792,0.27382,3.14093,-0.00148349,-0.000115208,-9.50537e-05,-0.000351841,0.000498658,-0.00895235,-11.7958,-0.902742,-0.765523,-0.0289486,0.0410814,-0.718544,-0.000176066,1.56765e-07,-5.3016e-08,-0.570803,0.273869,3.13981,-0.00153003,2.57826e-06,-2.71906e-05,0.000302789,-0.000268995,-0.015305,-9.98688,-0.00270055,0.419772,0.025199,-0.0232741,-1.2223,-0.000176487,-6.01559e-06,-3.75835e-06,-4.02252e-06,3.11255e-05,-0.000667173,-0.00147953,-0.000114538,-9.41869e-05,-0.000305467,0.000543289,-0.00914402,-11.9586,-0.916566,-0.755447,-0.0243352,0.0434628,-0.737652
0.152,-0.000181137,-0.0999998,-6.9696e-07,6.9696e-06,-1.81928e-05,-0.00181137,-0.00153183,2.77494e-06,-3.16501e-05,0.000315963,-0.000297472,-0.0153184,-14.543,0.048415,-0.91678,0.0253068,-0.0237978,-1.23135,-0.000175791,-6.1264e-06,-3.61916e-06,-0.570792,0.27382,3.14092,-0.0015006,-0.000114153,-0.000100921,-0.000297458,0.000566417,-0.00928545,-12.0176,-0.901939,-0.84111,-0.0245265,0.0465871,-0.746821,-0.000177599,1.60337e-07,-8.47535e-08,-0.570804,0.27387,3.13979,-0.00152296,3.00718e-06,-3.65984e-05,0.00035894,-0.000493596,-0.0152386,-9.89628,0.00455311,0.352451,0.0305145,-0.0446512,-1.2138,-0.000177986,-6.13118e-06,-3.86025e-06,-4.31394e-06,3.16828e-05,-0.00067631,-0.0014851,-0.000113059,-9.4825e-05,-0.000351852,0.000516654,-0.00907199,-12.0039,-0.904675,-0.760322,-0.0280517,0.0413324,-0.731951
0.153,-0.000182679,-0.0999998,-7.30852e-07,7.30852e-06,-1.86159e-05,-0.00182679,-0.00152474,2.78566e-06,-3.76081e-05,0.000375099,-0.000537826,-0.0152474,-14.4973,0.0392313,-0.954105,0.0300199,-0.0430261,-1.22568,-0.000177296,-6.24001e-06,-3.7216e-06,-0.570792,0.273819,3.14091,-0.00149072,-0.000110735,-9.55501e-05,-0.000370942,0.00051971,-0.00908812,-11.8605,-0.863099,-0.766196,-0.0314027,0.042223,-0.725707,-0.000179134,1.62933e-07,-1.18111e-07,-0.570804,0.27387,3.13978,-0.0015357,3.01457e-06,-3.07297e-05,0.000310636,-0.000252006,-0.0154031,-10.0236,0.000396529,0.413982,0.0248527,-0.0174548,-1.23297,-0.00017949,-6.24491e-06,-3.96319e-06,-4.62345e-06,3.22415e-05,-0.000685467,-0.00151101,-0.000113286,-0.000103269,-0.00030396,0.000577927,-0.0093782,-12.2091,-0.906445,-0.827162,-0.0242654,0.0462344,-0.756311
0.154,-0.000184219,-0.0999998,-7.65999e-07,7.65999e-06,-1.9053e-05,-0.00184219,-0.0015443,2.84515e-06,-3.16174e-05,0.000315722,-0.00024582,-0.015443,-14.7113,0.0439396,-0.916547,0.0252803,-0.0196657,-1.24134,-0.000178809,-6.35194e-06,-3.82549e-06,-0.570791,0.273819,3.1409,-0.0015141,-0.000111005,-0.000102198,-0.000313923,0.000588418,-0.00943854,-12.0559,-0.865325,-0.819109,-0.0260055,0.0483968,-0.757366,-0.000180676,1.64757e-07,-1.53088e-07,-0.570804,0.27387,3.13976,-0.0015301,1.75067e-06,-3.66929e-05,0.000378833,-0.000529692,-0.0153012,-9.98195,-0.0108834,0.356915,0.0312133,-0.0436743,-1.22208,-0.000180995,-6.3563e-06,-4.06357e-06,-4.9426e-06,3.28132e-05,-0.000694747,-0.00149507,-0.000108599,-9.56067e-05,-0.000378507,0.000533235,-0.00916916,-12.0823,-0.869037,-0.766165,-0.0302083,0.0426588,-0.739645
0.155,-0.000185767,-0.0999998,-8.02098e-07,8.02098e-06,-1.9521e-05,-0.00185767,-0.00153559,2.85293e-06,-3.82015e-05,0.00038106,-0.000514436,-0.0153559,-14.5873,0.0565766,-0.978133,0.0304953,-0.0411549,-1.23435,-0.000180322,-6.46076e-06,-3.92679e-06,-0.570791,0.273818,3.14089,-0.00150909,-0.00010657,-9.91497e-05,-0.000372811,0.000555693,-0.00924781,-12.0592,-0.828072,-0.811872,-0.0308622,0.0456206,-0.738908,-0.000182222,1.66868e-07,-1.88651e-07,-0.570805,0.273871,3.13975,-0.0015476,1.50658e-06,-3.37973e-05,0.000327579,-0.000286779,-0.015514,-10.0773,-0.0180778,0.383685,0.0265547,-0.0224071,-1.24271,-0.000182515,-6.46643e-06,-4.16749e-06,-5.26139e-06,3.3402e-05,-0.00070408,-0.00151574,-0.000108531,-0.000100954,-0.000325254,0.000597519,-0.00949447,-12.2466,-0.868506,-0.80837,-0.0259827,0.0478018,-0.765599
0.156,-0.000187316,-0.0999998,-8.38604e-07,8.38604e-06,-1.99698e-05,-0.00187316,-0.0015572,2.91717e-06,-3.37594e-05,0.000337011,-0.000311656,-0.0155721,-14.8539,0.0624592,-0.921608,0.0269558,-0.0249318,-1.25169,-0.000181848,-6.56805e-06,-4.03033e-06,-0.570791,0.273818,3.14088,-0.00152461,-0.000105732,-0.000102487,-0.000329592,0.000612274,-0.00950787,-12.1344,-0.814493,-0.819508,-0.0272337,0.0505807,-0.765135,-0.000183773,1.69254e-07,-2.25819e-07,-0.570805,0.273871,3.13973,-0.00154958,2.91101e-06,-3.92442e-05,0.000377692,-0.000494522,-0.0154769,-10.1065,-0.00864625,0.342442,0.0313104,-0.0411617,-1.23417,-0.000184035,-6.57291e-06,-4.26927e-06,-5.59873e-06,3.39962e-05,-0.000713491,-0.00152015,-0.000104597,-0.000101303,-0.000372186,0.000575064,-0.00932894,-12.2812,-0.836928,-0.810854,-0.0297517,0.0460055,-0.752321
0.157,-0.000188868,-0.0999998,-8.76629e-07,8.76629e-06,-2.04676e-05,-0.00188868,-0.00154926,2.9264e-06,-3.85001e-05,0.000384079,-0.000488763,-0.0154926,-14.7024,0.0542361,-0.965621,0.0307332,-0.0391009,-1.24532,-0.000183373,-6.67131e-06,-4.13196e-06,-0.57079,0.273817,3.14087,-0.00152873,-0.000102398,-0.000100964,-0.000371205,0.000597431,-0.00945594,-12.1857,-0.791697,-0.802435,-0.0306501,0.049291,-0.759292,-0.000185329,1.71966e-07,-2.63178e-07,-0.570805,0.273872,3.13972,-0.00156273,3.88706e-06,-3.50345e-05,0.00035654,-0.000368487,-0.0155703,-10.1993,0.0025498,0.368717,0.029537,-0.0310544,-1.24293,-0.000185566,-6.67772e-06,-4.37273e-06,-5.93369e-06,3.46122e-05,-0.000722996,-0.00152754,-0.000102479,-0.000101797,-0.000343045,0.000622146,-0.00959226,-12.3404,-0.820034,-0.814847,-0.0274189,0.0497714,-0.773391
0.158,-0.000190424,-0.0999998,-9.14696e-07,9.14696e-06,-2.09337e-05,-0.00190424,-0.00155804,2.96723e-06,-3.72798e-05,0.000372018,-0.000409849,-0.0155805,-14.7547,0.047273,-0.963676,0.029758,-0.0327878,-1.25236,-0.000184906,-6.77208e-06,-4.23356e-06,-0.57079,0.273816,3.14086,-0.00152616,-9.81731e-05,-9.93049e-05,-0.00036049,0.000628879,-0.00962595,-12.1165,-0.746076,-0.782478,-0.0299607,0.0517882,-0.77317,-0.000186886,1.7426e-07,-3.03173e-07,-0.570806,0.273872,3.1397,-0.00155884,2.07585e-06,-3.84833e-05,0.000383329,-0.000460792,-0.0155516,-10.2079,-0.0211851,0.344045,0.031489,-0.0373703,-1.24111,-0.000187097,-6.77829e-06,-4.47455e-06,-6.2895e-06,3.5232e-05,-0.000732553,-0.00153595,-0.000100083,-0.000100693,-0.00037133,0.000618474,-0.00956901,-12.4064,-0.800707,-0.805775,-0.029694,0.0494783,-0.771464
0.159,-0.000191981,-0.0999998,-9.54325e-07,9.54325e-06,-2.14448e-05,-0.00191982,-0.00155812,2.99168e-06,-3.89011e-05,0.000388144,-0.000451841,-0.0155812,-14.7399,0.0680887,-0.972431,0.0310552,-0.0361472,-1.25243,-0.000186441,-6.86902e-06,-4.3338e-06,-0.570789,0.273816,3.14085,-0.00153717,-9.6313e-05,-9.89572e-05,-0.000375193,0.000638193,-0.00967283,-12.2083,-0.731963,-0.776767,-0.0309872,0.0526702,-0.776842,-0.000188447,1.7665e-07,-3.43395e-07,-0.570806,0.273873,3.13968,-0.00156099,1.41249e-06,-4.03917e-05,0.000386956,-0.000452784,-0.0155975,-10.2335,-0.0269263,0.320128,0.0319572,-0.0378037,-1.24488,-0.000188634,-6.87627e-06,-4.57565e-06,-6.64639e-06,3.5873e-05,-0.000742218,-0.00152858,-9.45197e-05,-9.82352e-05,-0.000374591,0.000638781,-0.00969567,-12.3478,-0.756279,-0.78619,-0.0299507,0.0511029,-0.781613
0.16,-0.000193542,-0.0999998,-9.94458e-07,9.94458e-06,-2.19516e-05,-0.00193543,-0.00156127,3.02212e-06,-3.99824e-05,0.0003989,-0.000477908,-0.0156127,-14.769,0.0724824,-0.963344,0.0319127,-0.0382326,-1.25495,-0.000187979,-6.96236e-06,-4.4333e-06,-0.570789,0.273815,3.14084,-0.00153724,-9.15202e-05,-9.9075e-05,-0.000370716,0.000661049,-0.00977004,-12.189,-0.689027,-0.771827,-0.0308005,0.0544068,-0.78406,-0.000190009,1.79153e-07,-3.85241e-07,-0.570807,0.273873,3.13967,-0.00156426,3.04586e-06,-4.19955e-05,0.000410127,-0.000544489,-0.0156164,-10.2751,-0.0174884,0.303566,0.0336762,-0.044568,-1.24656,-0.000190173,-6.97031e-06,-4.6753e-06,-7.01775e-06,3.65238e-05,-0.000751943,-0.00153926,-9.27134e-05,-9.77002e-05,-0.000380698,0.000655968,-0.00977281,-12.4328,-0.741768,-0.781722,-0.0304494,0.0524778,-0.78776
0.161,-0.000195105,-0.0999998,-1.03599e-06,1.03599e-05,-2.2496e-05,-0.00195105,-0.0015647,3.05325e-06,-4.18487e-05,0.000417413,-0.000550797,-0.0156471,-14.7745,0.0646624,-0.977764,0.033393,-0.0440627,-1.2577,-0.000189519,-7.0525e-06,-4.53103e-06,-0.570789,0.273814,3.14083,-0.0015415,-8.85461e-05,-9.66996e-05,-0.000378391,0.000679198,-0.0098597,-12.2234,-0.664313,-0.749982,-0.0312657,0.056068,-0.791995,-0.000191575,1.81795e-07,-4.27344e-07,-0.570807,0.273874,3.13965,-0.00156558,3.03107e-06,-4.22195e-05,0.000417655,-0.000550237,-0.0156473,-10.2868,-0.0197713,0.297108,0.0344362,-0.0457392,-1.24862,-0.000191712,-7.06021e-06,-4.77322e-06,-7.39308e-06,3.71941e-05,-0.00076177,-0.00153911,-8.77862e-05,-9.73346e-05,-0.000381629,0.000674266,-0.00984285,-12.4315,-0.702324,-0.778735,-0.0305273,0.0539418,-0.793355
0.162,-0.000196671,-0.0999998,-1.07818e-06,1.07818e-05,-2.3045e-05,-0.00196671,-0.00156688,3.08207e-06,-4.28662e-05,0.000427546,-0.000567829,-0.0156688,-14.792,0.0696681,-0.986594,0.0342032,-0.045427,-1.25944,-0.00019106,-7.13846e-06,-4.62678e-06,-0.570788,0.273814,3.14082,-0.00154094,-8.3809e-05,-9.46818e-05,-0.000390437,0.000691911,-0.0099314,-12.2246,-0.625741,-0.732167,-0.0322481,0.0571478,-0.797845,-0.00019314,1.8453e-07,-4.70108e-07,-0.570808,0.273874,3.13964,-0.00156612,2.514e-06,-4.29381e-05,0.000426647,-0.00056482,-0.0156715,-10.2851,-0.0248734,0.289877,0.0351686,-0.0469199,-1.25046,-0.000193254,-7.14647e-06,-4.8688e-06,-7.7796e-06,3.78792e-05,-0.000771667,-0.0015417,-8.44316e-05,-9.4557e-05,-0.000386983,0.000695285,-0.00994745,-12.4523,-0.675538,-0.756499,-0.0309558,0.055624,-0.801733
0.163,-0.000198239,-0.0999998,-1.12164e-06,1.12164e-05,-2.36243e-05,-0.00198239,-0.00156967,3.11219e-06,-4.36627e-05,0.000435483,-0.000577342,-0.0156967,-14.8322,0.0741876,-0.991506,0.0348385,-0.0461873,-1.26167,-0.000192603,-7.2198e-06,-4.71991e-06,-0.570788,0.273813,3.14081,-0.00154374,-7.99418e-05,-9.24923e-05,-0.000396868,0.000711746,-0.0100308,-12.2521,-0.592362,-0.716007,-0.0327813,0.0587782,-0.805888,-0.000194708,1.87336e-07,-5.13444e-07,-0.570808,0.273875,3.13962,-0.00156748,2.70434e-06,-4.3661e-05,0.000437382,-0.000585515,-0.0156919,-10.2921,-0.0259269,0.285702,0.0360444,-0.048614,-1.252,-0.000194795,-7.22796e-06,-4.96223e-06,-8.17384e-06,3.8582e-05,-0.000781658,-0.00154266,-7.9892e-05,-9.2341e-05,-0.000399879,0.000708057,-0.0100153,-12.4598,-0.639168,-0.738773,-0.0319881,0.056645,-0.807147
0.164,-0.00019981,-0.0999998,-1.1659e-06,1.1659e-05,-2.42119e-05,-0.0019981,-0.00157146,3.14046e-06,-4.4835e-05,0.000447147,-0.000602677,-0.0157146,-14.8544,0.0752203,-1.00469,0.0357701,-0.048211,-1.26312,-0.000194148,-7.2968e-06,-4.81116e-06,-0.570787,0.273812,3.1408,-0.00154665,-7.55583e-05,-9.03844e-05,-0.000409013,0.000726019,-0.0101026,-12.2878,-0.556642,-0.700363,-0.0337762,0.0599667,-0.811727,-0.000196276,1.90094e-07,-5.57522e-07,-0.570808,0.273876,3.13961,-0.00156998,3.08688e-06,-4.41546e-05,0.000445673,-0.000595603,-0.0157194,-10.2979,-0.023589,0.282737,0.0367327,-0.0494751,-1.25411,-0.00019634,-7.30544e-06,-5.05324e-06,-8.57827e-06,3.93022e-05,-0.000791733,-0.00154521,-7.55823e-05,-9.03354e-05,-0.000406296,0.000728261,-0.0101158,-12.4803,-0.604724,-0.72271,-0.0325022,0.0582614,-0.815195
0.165,-0.000201383,-0.0999998,-1.2113e-06,1.2113e-05,-2.48223e-05,-0.00201383,-0.00157425,3.17084e-06,-4.56619e-05,0.000455388,-0.000611837,-0.0157426,-14.8914,0.0740862,-1.01518,0.0364306,-0.0489463,-1.26534,-0.000195696,-7.37003e-06,-4.90062e-06,-0.570787,0.273812,3.14079,-0.00154964,-7.08742e-05,-8.86291e-05,-0.000416499,0.000745881,-0.0102019,-12.321,-0.516822,-0.688827,-0.034395,0.061608,-0.819759,-0.000197847,1.92968e-07,-6.02307e-07,-0.570809,0.273876,3.13959,-0.00157169,2.90733e-06,-4.53043e-05,0.000457273,-0.000620091,-0.0157352,-10.304,-0.0275556,0.276296,0.0376787,-0.0514793,-1.25529,-0.000197887,-7.37828e-06,-5.14235e-06,-8.99238e-06,4.0039e-05,-0.000801894,-0.00154962,-7.12877e-05,-8.82791e-05,-0.000418377,0.000743295,-0.0101889,-12.5154,-0.570338,-0.706246,-0.0334716,0.0594607,-0.821023
0.166,-0.000202958,-0.0999998,-1.25765e-06,1.25765e-05,-2.54471e-05,-0.00202959,-0.0015757,3.19861e-06,-4.68488e-05,0.000467196,-0.000637,-0.015757,-14.9107,0.07833,-1.02758,0.0373752,-0.0509598,-1.2665,-0.000197248,-7.43863e-06,-4.98831e-06,-0.570787,0.273811,3.14078,-0.00155466,-6.63833e-05,-8.67667e-05,-0.000428017,0.000762158,-0.0102795,-12.3689,-0.478828,-0.675763,-0.0353361,0.0629587,-0.826062,-0.00019942,1.9585e-07,-6.48108e-07,-0.570809,0.273877,3.13957,-0.0015751,2.71989e-06,-4.63425e-05,0.000465891,-0.000630622,-0.0157622,-10.3224,-0.0307284,0.269755,0.038389,-0.0523766,-1.25735,-0.000199439,-7.44656e-06,-5.22963e-06,-9.41613e-06,4.07949e-05,-0.000812146,-0.00155323,-6.63267e-05,-8.67452e-05,-0.000426431,0.000763186,-0.0102877,-12.5444,-0.530684,-0.693984,-0.0341145,0.061054,-0.828934
0.167,-0.000204536,-0.0999998,-1.30504e-06,1.30504e-05,-2.60903e-05,-0.00204536,-0.00157831,3.22884e-06,-4.77392e-05,0.000476067,-0.000648291,-0.0157832,-14.9349,0.0815344,-1.03589,0.0380849,-0.0518632,-1.26858,-0.000198805,-7.50243e-06,-5.0743e-06,-0.570786,0.27381,3.14077,-0.00155848,-6.12313e-05,-8.51857e-05,-0.000436957,0.000781712,-0.0103748,-12.4023,-0.435121,-0.663697,-0.0360659,0.0645773,-0.833788,-0.000200997,1.98657e-07,-6.95147e-07,-0.57081,0.273878,3.13956,-0.00157752,2.79728e-06,-4.77562e-05,0.000477469,-0.000654757,-0.0157769,-10.3395,-0.0328634,0.259156,0.039329,-0.0543576,-1.25843,-0.000200996,-7.50999e-06,-5.31534e-06,-9.85052e-06,4.15678e-05,-0.000822482,-0.00155911,-6.1685e-05,-8.50726e-05,-0.000437733,0.000780349,-0.0103678,-12.5914,-0.493537,-0.680606,-0.0350172,0.0624286,-0.835348
0.168,-0.000206115,-0.0999998,-1.35349e-06,1.35349e-05,-2.67524e-05,-0.00206115,-0.00157974,3.25676e-06,-4.89019e-05,0.000487634,-0.000672205,-0.0157975,-14.9427,0.0837391,-1.04492,0.0390104,-0.0537763,-1.26973,-0.000200366,-7.5612e-06,-5.15858e-06,-0.570786,0.273809,3.14076,-0.00156364,-5.62744e-05,-8.33909e-05,-0.000447789,0.000799972,-0.010459,-12.4414,-0.392775,-0.648574,-0.0369441,0.066093,-0.840621,-0.000202576,2.01387e-07,-7.43535e-07,-0.57081,0.273878,3.13954,-0.00158084,2.79971e-06,-4.89846e-05,0.000486722,-0.000667992,-0.0158009,-10.3678,-0.0356059,0.248432,0.0400812,-0.055473,-1.26025,-0.000202558,-7.5682e-06,-5.39944e-06,-1.02948e-05,4.23609e-05,-0.000832912,-0.00156327,-5.63086e-05,-8.3559e-05,-0.000447122,0.000800034,-0.0104625,-12.6246,-0.450498,-0.668523,-0.0357647,0.0640069,-0.842947
0.169,-0.000207696,-0.0999998,-1.40299e-06,1.40299e-05,-2.74321e-05,-0.00207696,-0.001582,3.28645e-06,-4.98593e-05,0.000497167,-0.000686736,-0.01582,-14.9526,0.0871987,-1.05003,0.0397711,-0.0549303,-1.27154,-0.000201931,-7.61469e-06,-5.24108e-06,-0.570785,0.273808,3.14075,-0.00156725,-5.07463e-05,-8.15636e-05,-0.000457668,0.000819721,-0.010552,-12.4648,-0.346049,-0.631872,-0.0377431,0.0677283,-0.848161,-0.000204158,2.04158e-07,-7.93254e-07,-0.570811,0.273879,3.13953,-0.00158302,2.75817e-06,-5.04053e-05,0.000497984,-0.000690706,-0.0158158,-10.3912,-0.0384012,0.23502,0.0409907,-0.0573449,-1.26134,-0.000204124,-7.62126e-06,-5.48185e-06,-1.07496e-05,4.31722e-05,-0.000843428,-0.00156818,-5.10767e-05,-8.17326e-05,-0.00045777,0.000819118,-0.0105493,-12.6634,-0.408559,-0.653939,-0.0366162,0.065534,-0.849904
0.17,-0.000209279,-0.0999998,-1.45362e-06,1.45362e-05,-2.81337e-05,-0.00209279,-0.00158347,3.31461e-06,-5.0981e-05,0.000508327,-0.000709059,-0.0158347,-14.9533,0.0905246,-1.05518,0.0406657,-0.0567246,-1.27271,-0.0002035,-7.66271e-06,-5.32155e-06,-0.570785,0.273808,3.14074,-0.0015711,-4.52598e-05,-7.94118e-05,-0.000468007,0.000839694,-0.0106418,-12.4877,-0.299837,-0.611612,-0.0385769,0.0693821,-0.855447,-0.000205742,2.07042e-07,-8.4419e-07,-0.570811,0.27388,3.13951,-0.00158537,2.91398e-06,-5.15415e-05,0.000507922,-0.000707411,-0.0158359,-10.4179,-0.039468,0.222869,0.0417923,-0.0587369,-1.26285,-0.000205695,-7.66805e-06,-5.5621e-06,-1.12156e-05,4.4006e-05,-0.000854047,-0.00157151,-4.53587e-05,-7.972e-05,-0.000467973,0.000839114,-0.0106417,-12.6906,-0.362939,-0.637792,-0.0374361,0.0671297,-0.857262
0.171,-0.000210864,-0.0999998,-1.50529e-06,1.50529e-05,-2.88532e-05,-0.00210864,-0.00158533,3.34367e-06,-5.20002e-05,0.00051847,-0.000726962,-0.0158533,-14.9568,0.0922623,-1.05949,0.0414734,-0.0581399,-1.27421,-0.000205073,-7.70502e-06,-5.39979e-06,-0.570784,0.273807,3.14073,-0.00157374,-3.94155e-05,-7.7045e-05,-0.000478432,0.000859977,-0.0107341,-12.501,-0.251195,-0.58927,-0.0394169,0.0710591,-0.862926,-0.000207328,2.10014e-07,-8.96314e-07,-0.570812,0.27388,3.13949,-0.00158681,3.06129e-06,-5.26617e-05,0.000518815,-0.000728769,-0.0158511,-10.4373,-0.0402814,0.21039,0.0426699,-0.0605005,-1.26396,-0.000207269,-7.70926e-06,-5.64008e-06,-1.16919e-05,4.48596e-05,-0.000864755,-0.00157461,-3.96359e-05,-7.73214e-05,-0.000478265,0.000859704,-0.0107331,-12.7156,-0.317169,-0.618606,-0.0382596,0.0687767,-0.864574
0.172,-0.00021245,-0.0999998,-1.55808e-06,1.55808e-05,-2.9595e-05,-0.0021245,-0.0015868,3.37199e-06,-5.30904e-05,0.000529315,-0.0007483,-0.015868,-14.9596,0.0937146,-1.06458,0.0423454,-0.0598664,-1.27537,-0.000206648,-7.7415e-06,-5.47549e-06,-0.570784,0.273806,3.14072,-0.00157627,-3.35071e-05,-7.4369e-05,-0.000488715,0.000881131,-0.0108269,-12.5151,-0.202092,-0.564746,-0.0402449,0.0728074,-0.870455,-0.000208915,2.13081e-07,-9.49469e-07,-0.570812,0.273881,3.13948,-0.00158803,3.10909e-06,-5.36501e-05,0.000529242,-0.000748255,-0.0158678,-10.4534,-0.0416138,0.199362,0.0435096,-0.0621151,-1.2652,-0.000208845,-7.74446e-06,-5.71545e-06,-1.21786e-05,4.57342e-05,-0.000875556,-0.00157662,-3.36425e-05,-7.46414e-05,-0.000488811,0.00088042,-0.0108257,-12.7315,-0.269169,-0.597204,-0.0391016,0.0704351,-0.871996
