"time","hydraulics.tlm.x [m]","hydraulics.tlm.v [m/s]","hydraulics.tlm.F [N]","mechanics.x","mechanics.tlm.x [m]","mechanics.tlm.v [m/s]","mechanics.tlm.F [N]","controller.u"
1.054,0.600505,-3.27997,12258.7,0.601405,0.6047,-3.29145,-12127.4,-0.00154764
1.056,0.593931,-3.29213,12101.4,0.5948,0.598105,-3.30293,-12017,-0.00151456
1.058,0.587338,-3.29887,11953.4,0.588182,0.591492,-3.30908,-11912.2,-0.00148137
1.06,0.580737,-3.30065,11814,0.581562,0.584872,-3.3103,-11812.8,-0.00144812
1.062,0.574138,-3.29784,11682.5,0.574949,0.578254,-3.30699,-11718.1,-0.00141485
1.064,0.567548,-3.29081,11558,0.56835,0.571647,-3.29952,-11627.6,-0.00138162
1.066,0.560976,-3.27989,11440,0.561774,0.565059,-3.2882,-11540.6,-0.00134846
1.068,0.55443,-3.26539,11327.7,0.555228,0.558497,-3.27333,-11457,-0.00131541
1.07,0.547916,-3.24756,11220.7,0.548717,0.551968,-3.25518,-11376.3,-0.00128252
1.072,0.541441,-3.22666,11118.3,0.54225,0.545478,-3.23399,-11298.2,-0.00124981
1.074,0.535011,-3.20292,11020.1,0.53583,0.539034,-3.20999,-11222.4,-0.0012173
1.076,0.52863,-3.17654,10925.6,0.529463,0.53264,-3.18338,-11148.8,-0.00118505
1.078,0.522306,-3.14772,10834.4,0.523155,0.526302,-3.15434,-11077.2,-0.00115305
1.08,0.516041,-3.11661,10746.2,0.516909,0.520024,-3.12305,-11007.2,-0.00112135
1.082,0.50984,-3.0834,10660.6,0.51073,0.513811,-3.08967,-10938.8,-0.00108997
1.084,0.503708,-3.04821,10577.5,0.504621,0.507667,-3.05433,-10871.8,-0.00105892
1.086,0.497649,-3.01119,10496.7,0.498587,0.501595,-3.01718,-10805.9,-0.00102822
1.088,0.491665,-2.97247,10418.1,0.492631,0.495599,-2.97833,-10741,-0.000997901
1.09,0.48576,-2.93215,10341.4,0.486755,0.489683,-2.9379,-10677,-0.000967969
1.092,0.479937,-2.89036,10266.5,0.480963,0.483848,-2.896,-10613.9,-0.000938444
1.094,0.474199,-2.84718,10193.3,0.475258,0.4781,-2.85272,-10551.5,-0.00090934
1.096,0.468549,-2.80272,10121.7,0.469642,0.472438,-2.80816,-10490,-0.000880671
1.098,0.46299,-2.75707,10051.5,0.464117,0.466868,-2.76242,-10429.3,-0.000852449
1.1,0.457522,-2.71031,9982.71,0.458686,0.46139,-2.71556,-10369.4,-0.000824687
1.102,0.452149,-2.66251,9915.26,0.453351,0.456006,-2.66768,-10310.3,-0.000797396
1.104,0.446873,-2.61377,9849.17,0.448113,0.450719,-2.61886,-10251.9,-0.000770587
1.106,0.441695,-2.56416,9784.46,0.442975,0.445531,-2.56916,-10194.4,-0.000744268
1.108,0.436618,-2.51376,9721.17,0.437937,0.440443,-2.51867,-10137.6,-0.000718448
1.11,0.431641,-2.46263,9659.35,0.433003,0.435457,-2.46745,-10081.6,-0.000693136
1.112,0.426768,-2.41086,9599.03,0.428172,0.430574,-2.41557,-10026.5,-0.000668338
1.114,0.421999,-2.3585,9540.24,0.423445,0.425795,-2.36312,-9972.19,-0.000644062
1.116,0.417335,-2.30563,9483.01,0.418825,0.421122,-2.31014,-9918.84,-0.000620313
1.118,0.412777,-2.25232,9427.37,0.414312,0.416555,-2.25672,-9866.53,-0.000597096
1.12,0.408326,-2.19864,9373.35,0.409906,0.412095,-2.20293,-9815.33,-0.000574416
1.122,0.403983,-2.14465,9320.98,0.405608,0.407744,-2.14882,-9765.32,-0.000552277
1.124,0.399749,-2.09042,9270.35,0.401419,0.4035,-2.09447,-9716.56,-0.000530681
1.126,0.395622,-2.03603,9221.5,0.397339,0.399366,-2.03994,-9669.1,-0.000509632
1.128,0.391605,-1.98153,9174.54,0.393369,0.39534,-1.98531,-9622.99,-0.000489131
1.13,0.387697,-1.92699,9129.54,0.389508,0.391425,-1.93064,-9578.24,-0.000469178
1.132,0.383898,-1.87249,9086.57,0.385756,0.387618,-1.876,-9534.92,-0.000449775
1.134,0.380207,-1.81809,9045.69,0.382113,0.38392,-1.82145,-9493.06,-0.000430922
1.136,0.376626,-1.76385,9006.94,0.378579,0.380332,-1.76706,-9452.73,-0.000412616
1.138,0.373152,-1.70985,8970.35,0.375153,0.376852,-1.7129,-9413.99,-0.000394857
1.14,0.369787,-1.65613,8935.93,0.371835,0.37348,-1.65902,-9376.9,-0.000377642
1.142,0.366528,-1.60278,8903.69,0.368624,0.370216,-1.60551,-9341.51,-0.000360969
1.144,0.363376,-1.54984,8873.64,0.365519,0.367058,-1.55241,-9307.86,-0.000344833
1.146,0.360329,-1.49738,8845.8,0.362519,0.364006,-1.49979,-9275.99,-0.000329231
1.148,0.357386,-1.44546,8820.17,0.359624,0.361058,-1.4477,-9245.9,-0.000314158
1.15,0.354547,-1.39414,8796.77,0.356831,0.358215,-1.39622,-9217.58,-0.000299609
1.152,0.35181,-1.34347,8775.61,0.35414,0.355473,-1.34538,-9191.02,-0.000285576
1.154,0.349173,-1.2935,8756.67,0.35155,0.352833,-1.29525,-9166.21,-0.000272055
1.156,0.346636,-1.24429,8739.94,0.349058,0.350292,-1.24588,-9143.13,-0.000259037
1.158,0.344196,-1.19588,8725.38,0.346663,0.347849,-1.19731,-9121.78,-0.000246516
1.16,0.341852,-1.14833,8712.92,0.344364,0.345502,-1.1496,-9102.13,-0.000234483
1.162,0.339602,-1.10166,8702.49,0.342158,0.343249,-1.10278,-9084.18,-0.000222929
1.164,0.337445,-1.05592,8694.04,0.340044,0.34109,-1.0569,-9067.9,-0.000211845
1.166,0.335378,-1.01116,8687.47,0.33802,0.339021,-1.01198,-9053.28,-0.000201223
1.168,0.3334,-0.967389,8682.72,0.336084,0.337041,-0.968078,-9040.25,-0.000191052
1.17,0.331508,-0.924651,8679.71,0.334234,0.335148,-0.925207,-9028.76,-0.000181322
1.172,0.329701,-0.882971,8678.38,0.332467,0.33334,-0.8834,-9018.76,-0.000172024
1.174,0.327976,-0.842371,8678.66,0.330781,0.331614,-0.842679,-9010.15,-0.000163145
1.176,0.326331,-0.802873,8680.47,0.329175,0.329968,-0.803065,-9002.89,-0.000154675
1.178,0.324763,-0.764491,8683.72,0.327646,0.328401,-0.764574,-8996.88,-0.000146604
1.18,0.323272,-0.727241,8688.32,0.326191,0.326909,-0.72722,-8992.09,-0.00013892
1.182,0.321854,-0.69113,8694.15,0.324809,0.325491,-0.691014,-8988.44,-0.00013161
1.184,0.320507,-0.656167,8701.12,0.323497,0.324144,-0.65596,-8985.88,-0.000124665
1.186,0.319229,-0.622354,8709.12,0.322253,0.322867,-0.622064,-8984.35,-0.000118072
1.188,0.318017,-0.589691,8718.05,0.321074,0.321655,-0.589325,-8983.79,-0.00011182
1.19,0.316869,-0.558177,8727.82,0.319958,0.320508,-0.557741,-8984.13,-0.000105897
1.192,0.315783,-0.527806,8738.33,0.318904,0.319424,-0.527308,-8985.3,-0.000100291
1.194,0.314757,-0.498571,8749.53,0.317908,0.318398,-0.498016,-8987.23,-9.4991e-05
1.196,0.313788,-0.470461,8761.32,0.316968,0.317431,-0.469856,-8989.83,-8.99854e-05
1.198,0.312875,-0.443465,8773.64,0.316082,0.316518,-0.442816,-8993.04,-8.52628e-05
1.2,0.312014,-0.417568,8786.41,0.315248,0.315659,-0.41688,-8996.79,-8.0812e-05
1.202,0.311204,-0.392754,8799.55,0.314464,0.31485,-0.392031,-9001.02,-7.66218e-05
1.204,0.310442,-0.369002,8812.99,0.313727,0.31409,-0.368251,-9005.7,-7.26814e-05
1.206,0.309727,-0.346295,8826.64,0.313036,0.313376,-0.345519,-9010.76,-6.898e-05
1.208,0.309056,-0.324608,8840.45,0.312389,0.312707,-0.323814,-9016.17,-6.5507e-05
1.21,0.308428,-0.303921,8854.33,0.311782,0.31208,-0.303111,-9021.88,-6.22522e-05
1.212,0.30784,-0.284207,8868.25,0.311215,0.311494,-0.283387,-9027.85,-5.92055e-05
1.214,0.30729,-0.265443,8882.14,0.310686,0.310946,-0.264617,-9034.03,-5.6357e-05
1.216,0.306777,-0.247602,8895.97,0.310192,0.310435,-0.246773,-9040.38,-5.36972e-05
1.218,0.306299,-0.230659,8909.71,0.309733,0.309958,-0.22983,-9046.84,-5.12167e-05
1.22,0.305854,-0.214585,8923.32,0.309305,0.309515,-0.213759,-9053.38,-4.89065e-05
1.222,0.30544,-0.199353,8936.76,0.308908,0.309103,-0.198533,-9059.96,-4.67578e-05
1.224,0.305056,-0.184935,8950.01,0.30854,0.30872,-0.184123,-9066.56,-4.47622e-05
1.226,0.3047,-0.171303,8963.04,0.308198,0.308366,-0.170501,-9073.14,-4.29114e-05
1.228,0.304371,-0.158429,8975.8,0.307883,0.308038,-0.157639,-9079.7,-4.11975e-05
1.23,0.304066,-0.146283,8988.27,0.307592,0.307735,-0.145507,-9086.22,-3.96128e-05
1.232,0.303785,-0.134838,9000.43,0.307324,0.307455,-0.134077,-9092.67,-3.81502e-05
1.234,0.303526,-0.124065,9012.26,0.307077,0.307198,-0.123322,-9099.05,-3.68024e-05
1.236,0.303288,-0.113937,9023.75,0.306851,0.306961,-0.113212,-9105.34,-3.55627e-05
1.238,0.30307,-0.104427,9034.89,0.306643,0.306745,-0.103721,-9111.51,-3.44246e-05
1.24,0.30287,-0.0955073,9045.69,0.306453,0.306546,-0.0948221,-9117.55,-3.33819e-05
1.242,0.302688,-0.0871521,9056.14,0.30628,0.306365,-0.0864878,-9123.43,-3.24287e-05
1.244,0.302521,-0.0793353,9066.23,0.306123,0.3062,-0.0786922,-9129.16,-3.15593e-05
1.246,0.30237,-0.0720316,9075.97,0.30598,0.30605,-0.0714098,-9134.72,-3.07682e-05
1.248,0.302233,-0.065216,9085.35,0.305851,0.305914,-0.0646158,-9140.12,-3.00503e-05
1.25,0.302109,-0.0588643,9094.36,0.305734,0.305791,-0.0582857,-9145.34,-2.94007e-05
1.252,0.301997,-0.0529528,9103,0.305629,0.30568,-0.0523961,-9150.4,-2.88147e-05
1.254,0.301897,-0.0474588,9111.27,0.305536,0.305581,-0.046924,-9155.29,-2.82879e-05
1.256,0.301807,-0.0423601,9119.18,0.305452,0.305492,-0.0418472,-9160.02,-2.78161e-05
1.258,0.301727,-0.0376354,9126.73,0.305377,0.305414,-0.0371443,-9164.57,-2.73954e-05
1.26,0.301656,-0.0332642,9133.94,0.305312,0.305344,-0.0327947,-9168.95,-2.70219e-05
1.262,0.301594,-0.0292266,9140.8,0.305254,0.305282,-0.0287784,-9173.15,-2.66922e-05
1.264,0.301539,-0.0255038,9147.35,0.305204,0.305228,-0.0250763,-9177.17,-2.64028e-05
1.266,0.301491,-0.0220772,9153.58,0.305161,0.305182,-0.02167,-9181,-2.61507e-05
1.268,0.30145,-0.0189293,9159.5,0.305124,0.305141,-0.0185417,-9184.66,-2.59327e-05
1.27,0.301416,-0.0160431,9165.12,0.305092,0.305107,-0.0156746,-9188.15,-2.57463e-05
1.272,0.301386,-0.0134024,9170.45,0.305066,0.305079,-0.0130524,-9191.48,-2.55886e-05
1.274,0.301362,-0.0109916,9175.48,0.305045,0.305055,-0.0106596,-9194.65,-2.54573e-05
1.276,0.301342,-0.00879576,9180.23,0.305028,0.305036,-0.00848133,-9197.66,-2.53501e-05
1.278,0.301326,-0.00680095,9184.71,0.305015,0.305021,-0.00650362,-9200.53,-2.52648e-05
1.28,0.301315,-0.00499375,9188.93,0.305005,0.30501,-0.00471302,-9203.26,-2.51993e-05
1.282,0.301306,-0.00336148,9192.9,0.304999,0.305002,-0.0030968,-9205.85,-2.51519e-05
1.284,0.301301,-0.00189213,9196.64,0.304996,0.304997,-0.00164288,-9208.3,-2.51207e-05
1.286,0.301299,-0.000574283,9200.15,0.304995,0.304995,-0.000339789,-9210.6,-2.51041e-05
1.288,0.301299,0.000602897,9203.45,0.304997,0.304996,0.000823329,-9212.77,-2.51006e-05
1.29,0.301301,0.0016497,9206.55,0.305,0.304998,0.00185675,-9214.82,-2.51088e-05
1.292,0.301305,0.00257589,9209.45,0.305006,0.305003,0.00277021,-9216.74,-2.51274e-05
1.294,0.301311,0.0033907,9212.16,0.305013,0.305009,0.00357287,-9218.54,-2.51552e-05
1.296,0.301319,0.00410285,9214.7,0.305022,0.305017,0.0042734,-9220.24,-2.51911e-05
1.298,0.301328,0.00472053,9217.05,0.305031,0.305026,0.00487993,-9221.83,-2.5234e-05
1.3,0.301338,0.00525141,9219.24,0.305042,0.305037,0.00540012,-9223.33,-2.5283e-05
1.302,0.301349,0.00570268,9221.27,0.305054,0.305048,0.00584116,-9224.74,-2.53372e-05
1.304,0.30136,0.00608104,9223.15,0.305066,0.30506,0.00620976,-9226.06,-2.53959e-05
1.306,0.301373,0.00639275,9224.9,0.305079,0.305073,0.00651223,-9227.29,-2.54583e-05
1.308,0.301386,0.00664369,9226.52,0.305093,0.305086,0.00675447,-9228.44,-2.55237e-05
1.31,0.301399,0.00683937,9228.02,0.305107,0.3051,0.00694198,-9229.5,-2.55915e-05
1.312,0.301413,0.00698496,9229.41,0.305121,0.305114,0.00707993,-9230.48,-2.56613e-05
1.314,0.301427,0.0070853,9230.69,0.305135,0.305128,0.00717312,-9231.39,-2.57324e-05
1.316,0.301441,0.00714493,9231.87,0.30515,0.305142,0.00722603,-9232.23,-2.58045e-05
1.318,0.301456,0.00716806,9232.95,0.305164,0.305157,0.00724281,-9233.01,-2.58771e-05
1.32,0.30147,0.00715861,9233.93,0.305179,0.305171,0.00722733,-9233.73,-2.59499e-05
1.322,0.301484,0.00712018,9234.83,0.305193,0.305186,0.00718317,-9234.41,-2.60225e-05
1.324,0.301499,0.00705606,9235.64,0.305207,0.3052,0.00711363,-9235.03,-2.60947e-05
1.326,0.301513,0.0069693,9236.38,0.305221,0.305214,0.00702175,-9235.6,-2.61662e-05
1.328,0.301526,0.00686267,9237.05,0.305235,0.305228,0.00691034,-9236.13,-2.62367e-05
1.33,0.30154,0.00673875,9237.66,0.305249,0.305242,0.00678199,-9236.61,-2.63062e-05
1.332,0.301553,0.00659992,9238.21,0.305262,0.305255,0.00663907,-9237.04,-2.63743e-05
1.334,0.301566,0.00644836,9238.71,0.305275,0.305268,0.00648376,-9237.44,-2.6441e-05
1.336,0.301579,0.00628612,9239.16,0.305287,0.305281,0.00631807,-9237.79,-2.65062e-05
1.338,0.301592,0.00611508,9239.56,0.3053,0.305294,0.00614383,-9238.11,-2.65697e-05
1.34,0.301604,0.00593694,9239.91,0.305312,0.305306,0.00596272,-9238.4,-2.66314e-05
1.342,0.301615,0.00575326,9240.22,0.305323,0.305318,0.00577624,-9238.67,-2.66913e-05
1.344,0.301627,0.00556543,9240.49,0.305334,0.305329,0.00558577,-9238.91,-2.67494e-05
1.346,0.301638,0.00537469,9240.72,0.305345,0.30534,0.00539255,-9239.13,-2.68055e-05
1.348,0.301648,0.00518214,9240.92,0.305356,0.30535,0.00519768,-9239.33,-2.68597e-05
1.35,0.301658,0.00498875,9241.09,0.305366,0.305361,0.00500216,-9239.5,-2.6912e-05
1.352,0.301668,0.0047954,9241.23,0.305375,0.30537,0.00480688,-9239.65,-2.69622e-05
1.354,0.301678,0.00460289,9241.35,0.305384,0.30538,0.00461263,-9239.78,-2.70105e-05
1.356,0.301687,0.00441191,9241.45,0.305393,0.305389,0.00442011,-9239.89,-2.70569e-05
1.358,0.301695,0.00422313,9241.54,0.305402,0.305398,0.00422995,-9239.99,-2.71013e-05
1.36,0.301703,0.00403713,9241.6,0.30541,0.305406,0.0040427,-9240.07,-2.71438e-05
1.362,0.301711,0.0038544,9241.65,0.305418,0.305414,0.00385883,-9240.14,-2.71845e-05
1.364,0.301719,0.0036754,9241.67,0.305425,0.305421,0.00367876,-9240.19,-2.72232e-05
1.366,0.301726,0.00350047,9241.69,0.305432,0.305428,0.00350284,-9240.24,-2.72602e-05
1.368,0.301733,0.00332991,9241.69,0.305439,0.305435,0.00333135,-9240.28,-2.72954e-05
1.37,0.301739,0.00316396,9241.67,0.305445,0.305442,0.00316454,-9240.32,-2.73289e-05
1.372,0.301746,0.00300277,9241.65,0.305451,0.305448,0.00300258,-9240.34,-2.73607e-05
1.374,0.301751,0.0028465,9241.62,0.305457,0.305454,0.00284564,-9240.36,-2.73909e-05
1.376,0.301757,0.00269524,9241.58,0.305462,0.305459,0.00269382,-9240.36,-2.74195e-05
1.378,0.301762,0.00254909,9241.54,0.305467,0.305465,0.0025472,-9240.36,-2.74466e-05
1.38,0.301767,0.00240812,9241.5,0.305472,0.30547,0.00240585,-9240.36,-2.74722e-05
1.382,0.301772,0.00227236,9241.45,0.305476,0.305474,0.00226977,-9240.34,-2.74963e-05
1.384,0.301776,0.00214186,9241.4,0.305481,0.305479,0.00213899,-9240.33,-2.75192e-05
1.386,0.30178,0.0020166,9241.34,0.305485,0.305483,0.00201347,-9240.31,-2.75407e-05
1.388,0.301784,0.00189654,9241.28,0.305489,0.305487,0.00189317,-9240.29,-2.75609e-05
1.39,0.301788,0.00178164,9241.21,0.305492,0.30549,0.00177804,-9240.27,-2.75799e-05
1.392,0.301791,0.0016718,9241.14,0.305495,0.305494,0.00166799,-9240.25,-2.75978e-05
1.394,0.301795,0.00156691,9241.07,0.305499,0.305497,0.00156294,-9240.22,-2.76146e-05
1.396,0.301798,0.00146686,9241,0.305501,0.3055,0.00146277,-9240.2,-2.76303e-05
1.398,0.3018,0.00137154,9240.93,0.305504,0.305503,0.00136737,-9240.17,-2.7645e-05
1.4,0.301803,0.00128082,9240.86,0.305507,0.305506,0.00127663,-9240.13,-2.76587e-05
1.402,0.301806,0.0011946,9240.8,0.305509,0.305508,0.00119043,-9240.1,-2.76716e-05
1.404,0.301808,0.00111275,9240.73,0.305511,0.30551,0.00110863,-9240.06,-2.76835e-05
1.406,0.30181,0.00103518,9240.66,0.305513,0.305512,0.0010311,-9240.03,-2.76947e-05
1.408,0.301812,0.000961739,9240.6,0.305515,0.305514,0.000957712,-9240,-2.7705e-05
1.41,0.301814,0.00089231,9240.53,0.305517,0.305516,0.000888322,-9239.96,-2.77147e-05
1.412,0.301816,0.000826745,9240.47,0.305519,0.305518,0.000822788,-9239.93,-2.77236e-05
1.414,0.301817,0.000764891,9240.4,0.30552,0.30552,0.000760966,-9239.9,-2.77319e-05
1.416,0.301819,0.00070659,9240.34,0.305522,0.305521,0.000702708,-9239.87,-2.77395e-05
1.418,0.30182,0.000651689,9240.28,0.305523,0.305522,0.00064787,-9239.84,-2.77466e-05
1.42,0.301821,0.000600039,9240.22,0.305524,0.305524,0.000596308,-9239.81,-2.77531e-05
1.422,0.301822,0.0005515,9240.16,0.305525,0.305525,0.000547882,-9239.78,-2.77591e-05
1.424,0.301824,0.000505943,9240.11,0.305526,0.305526,0.000502456,-9239.74,-2.77646e-05
1.426,0.301824,0.000463244,9240.06,0.305527,0.305527,0.000459896,-9239.71,-2.77696e-05
1.428,0.301825,0.000423285,9240.01,0.305528,0.305528,0.000420072,-9239.68,-2.77743e-05
1.43,0.301826,0.000385947,9239.96,0.305529,0.305528,0.000382857,-9239.65,-2.77785e-05
1.432,0.301827,0.000351107,9239.91,0.30553,0.305529,0.000348124,-9239.63,-2.77823e-05
1.434,0.301828,0.00031864,9239.86,0.30553,0.30553,0.000315749,-9239.6,-2.77858e-05
1.436,0.301828,0.000288418,9239.82,0.305531,0.30553,0.000285611,-9239.58,-2.7789e-05
1.438,0.301829,0.000260314,9239.78,0.305531,0.305531,0.000257591,-9239.55,-2.77919e-05
1.44,0.301829,0.000234205,9239.73,0.305532,0.305531,0.000231575,-9239.53,-2.77945e-05
1.442,0.30183,0.000209976,9239.7,0.305532,0.305532,0.000207453,-9239.51,-2.77968e-05
1.444,0.30183,0.000187521,9239.66,0.305532,0.305532,0.000185118,-9239.49,-2.77989e-05
1.446,0.30183,0.000166746,9239.63,0.305533,0.305533,0.000164471,-9239.46,-2.78007e-05
1.448,0.301831,0.000147561,9239.6,0.305533,0.305533,0.000145417,-9239.44,-2.78024e-05
1.45,0.301831,0.000129885,9239.57,0.305533,0.305533,0.000127863,-9239.42,-2.78039e-05
1.452,0.301831,0.000113635,9239.54,0.305534,0.305533,0.000111723,-9239.4,-2.78051e-05
1.454,0.301831,9.87288e-05,9239.51,0.305534,0.305534,9.6911e-05,-9239.38,-2.78063e-05
1.456,0.301832,8.5083e-05,9239.48,0.305534,0.305534,8.33446e-05,-9239.37,-2.78072e-05
1.458,0.301832,7.26127e-05,9239.45,0.305534,0.305534,7.09445e-05,-9239.35,-2.78081e-05
1.46,0.301832,6.12347e-05,9239.43,0.305534,0.305534,5.96343e-05,-9239.34,-2.78088e-05
1.462,0.301832,5.08698e-05,9239.4,0.305534,0.305534,4.93412e-05,-9239.33,-2.78094e-05
1.464,0.301832,4.14451e-05,9239.38,0.305534,0.305534,3.99961e-05,-9239.31,-2.78099e-05
1.466,0.301832,3.28957e-05,9239.36,0.305534,0.305534,3.15347e-05,-9239.3,-2.78103e-05
1.468,0.301832,2.51641e-05,9239.35,0.305534,0.305534,2.38964e-05,-9239.29,-2.78106e-05
1.47,0.301832,1.81993e-05,9239.33,0.305535,0.305535,1.70245e-05,-9239.27,-2.78108e-05
1.472,0.301832,1.1954e-05,9239.31,0.305535,0.305535,1.08658e-05,-9239.26,-2.7811e-05
1.474,0.301832,6.38229e-06,9239.3,0.305535,0.305535,5.36968e-06,-9239.25,-2.78111e-05
1.476,0.301832,1.43778e-06,9239.28,0.305535,0.305535,4.8764e-07,-9239.24,-2.78112e-05
1.478,0.301832,-2.92723e-06,9239.27,0.305535,0.305535,-3.82677e-06,-9239.23,-2.78112e-05
1.48,0.301832,-6.76122e-06,9239.26,0.305535,0.305535,-7.61808e-06,-9239.23,-2.78111e-05
1.482,0.301832,-1.01119e-05,9239.24,0.305535,0.305535,-1.09287e-05,-9239.22,-2.78111e-05
1.484,0.301832,-1.30242e-05,9239.23,0.305534,0.305535,-1.37985e-05,-9239.21,-2.7811e-05
1.486,0.301832,-1.55386e-05,9239.22,0.305534,0.305534,-1.62647e-05,-9239.2,-2.78108e-05
1.488,0.301832,-1.76897e-05,9239.21,0.305534,0.305534,-1.83616e-05,-9239.2,-2.78107e-05
1.49,0.301832,-1.95069e-05,9239.2,0.305534,0.305534,-2.01205e-05,-9239.19,-2.78105e-05
1.492,0.301832,-2.10149e-05,9239.2,0.305534,0.305534,-2.15705e-05,-9239.18,-2.78103e-05
1.494,0.301832,-2.22359e-05,9239.19,0.305534,0.305534,-2.27381e-05,-9239.18,-2.78101e-05
1.496,0.301832,-2.31914e-05,9239.18,0.305534,0.305534,-2.36486e-05,-9239.17,-2.78098e-05
1.498,0.301832,-2.39037e-05,9239.18,0.305534,0.305534,-2.43257e-05,-9239.17,-2.78096e-05
1.5,0.301832,-2.43964e-05,9239.17,0.305534,0.305534,-2.47923e-05,-9239.16,0.00122844
1.502,0.301832,-2.46942e-05,9239.16,0.305534,0.305534,-2.507e-05,-9239.16,0.00122844
1.504,0.301833,0.00308246,9208.08,0.305534,0.305534,-2.51795e-05,-9237.19,0.00122844
1.506,0.301869,0.0425263,8784.35,0.305537,0.305535,0.00104508,-9039.41,0.00122844
1.508,0.30205,0.146973,7369.69,0.305577,0.305548,0.0173201,-7967.61,0.00122842
1.51,0.302477,0.282247,4986.31,0.305756,0.30564,0.0856681,-5933.06,0.00122823
1.512,0.303196,0.444018,2196.86,0.306234,0.305947,0.234992,-3634.64,0.00122733
1.514,0.304292,0.661343,-523.517,0.307175,0.306637,0.467214,-1490.37,0.00122492
1.516,0.305877,0.929243,-2825.35,0.308724,0.307866,0.771781,357.02,0.00122019
1.518,0.308026,1.22293,-4338.87,0.310989,0.309762,1.13124,1588.62,0.00121241
1.52,0.310782,1.53538,-4888.86,0.314021,0.312408,1.51644,1997.33,0.00120103
1.522,0.314177,1.86024,-4616.83,0.317809,0.315823,1.89523,1753.41,0.00118579
1.524,0.318217,2.17624,-3782.13,0.322295,0.319969,2.24505,1120.57,0.00116676
1.526,0.322864,2.46485,-2609.07,0.327397,0.324775,2.55337,251.449,0.00114422
1.528,0.328055,2.7198,-1299.78,0.33302,0.33015,2.8138,-717.541,0.00111858
1.53,0.333719,2.93798,-25.6518,0.339068,0.335997,3.02576,-1641.68,0.00109032
1.532,0.339781,3.11681,1118.58,0.345451,0.342222,3.19371,-2450.93,0.00105994
1.534,0.346163,3.25862,2102.28,0.352096,0.348745,3.32394,-3140.74,0.00102786
1.536,0.352796,3.36901,2918.94,0.358939,0.355496,3.42253,-3710.73,0.000994466
1.538,0.359623,3.45258,3579.21,0.365928,0.362418,3.49541,-4164.85,0.000960082
1.54,0.366593,3.51309,4112.96,0.373022,0.369464,3.54788,-4529.11,0.000924962
1.542,0.373664,3.55475,4554.34,0.380189,0.376598,3.58394,-4833.74,0.000889314
1.544,0.380803,3.58111,4930.45,0.3874,0.383791,3.60639,-5097.23,0.000853301
1.546,0.387982,3.59437,5263.89,0.394634,0.391016,3.61723,-5333.98,0.000817063
1.548,0.395175,3.59607,5574.14,0.401869,0.398252,3.61783,-5558.97,0.000780714
1.55,0.402361,3.58756,5874.19,0.409086,0.405481,3.60895,-5781.45,0.00074436
1.552,0.409521,3.5697,6170.69,0.416267,0.412682,3.59102,-6004.36,0.000708094
1.554,0.416635,3.54291,6467.21,0.423395,0.419839,3.56436,-6229.33,0.000672008
1.556,0.423688,3.50756,6765.1,0.430453,0.426934,3.5292,-6457.5,0.000636191
1.558,0.430661,3.46407,7063.27,0.437423,0.43395,3.48577,-6687.83,0.000600726
1.56,0.43754,3.41273,7359.32,0.444291,0.440871,3.4343,-6918.21,0.000565698
1.562,0.444308,3.35387,7650.79,0.451041,0.447682,3.37515,-7147.04,0.000531187
1.564,0.450952,3.28789,7935.29,0.457658,0.454367,3.30871,-7372.82,0.00049727
1.566,0.457456,3.21524,8210.46,0.464128,0.460912,3.23543,-7593.71,0.000464021
1.568,0.463809,3.13638,8474.41,0.470439,0.467304,3.15581,-7808.03,0.000431507
1.57,0.469998,3.05183,8725.89,0.476579,0.473531,3.07039,-8014.6,0.000399794
1.572,0.476013,2.96211,8964.01,0.482538,0.479582,2.97974,-8212.41,0.000368939
1.574,0.481844,2.86779,9188.13,0.488307,0.485447,2.88442,-8400.55,0.000338995
1.576,0.487482,2.76941,9397.92,0.493876,0.491117,2.78503,-8578.48,0.000310009
1.578,0.492919,2.66753,9593.21,0.49924,0.496585,2.68212,-8745.95,0.000282021
1.58,0.49815,2.5627,9773.87,0.504393,0.501843,2.57626,-8902.91,0.000255067
1.582,0.503169,2.45546,9939.82,0.509329,0.506888,2.46799,-9049.37,0.000229177
1.584,0.507971,2.34632,10091.1,0.514044,0.511714,2.35784,-9185.49,0.000204374
1.586,0.512553,2.2358,10227.6,0.518537,0.516318,2.2463,-9311.43,0.000180679
1.588,0.516913,2.12437,10349.7,0.522804,0.520699,2.13386,-9427.25,0.000158104
1.59,0.52105,2.0125,10457.4,0.526846,0.524853,2.02099,-9532.97,0.000136659
1.592,0.524963,1.90063,10551.2,0.530663,0.528783,1.90812,-9628.54,0.000116348
1.594,0.528653,1.78917,10631.2,0.534254,0.532486,1.79568,-9713.87,9.71708e-05
1.596,0.53212,1.67854,10697.9,0.537622,0.535966,1.68407,-9788.88,7.91238e-05
1.598,0.535368,1.56912,10751.6,0.54077,0.539223,1.57369,-9853.58,6.21983e-05
1.6,0.538398,1.46126,10792.5,0.5437,0.542262,1.4649,-9908.03,4.6382e-05
1.602,0.541214,1.35533,10820.8,0.546416,0.545084,1.35805,-9952.44,3.16589e-05
1.604,0.54382,1.25164,10836.8,0.548923,0.547695,1.25347,-9987.08,1.80095e-05
1.606,0.546222,1.15051,10840.9,0.551226,0.5501,1.15147,-10012.3,5.41095e-06
