"time","SineAndStep.out2","SineAndStep.out1","Ramp.out","MultiplyAndAdd.out2","MultiplyAndAdd.out1","Gain.out"
0.429,0,0.412057,1.8225,1.64261,1.64261,3.24977
0.43,0,0.368125,1.825,1.61738,1.61738,3.3287
0.431,0,0.319566,1.8275,1.57129,1.57129,3.36657
0.432,0,0.271008,1.83,1.5252,1.5252,3.40444
0.433,0,0.22245,1.8325,1.47911,1.47911,3.44231
0.434,0,0.173891,1.835,1.43301,1.43301,3.48017
0.435,0,0.125333,1.8375,1.38692,1.38692,3.51804
0.436,0,0.0751999,1.84,1.32261,1.32261,3.51186
0.437,0,0.0250666,1.8425,1.2583,1.2583,3.50567
0.438,0,-0.0250666,1.845,1.19399,1.19399,3.49949
0.439,0,-0.0751999,1.8475,1.12967,1.12967,3.4933
0.44,0,-0.125333,1.85,1.06536,1.06536,3.48712
0.441,0,-0.173891,1.8525,0.986654,0.986654,3.43665
0.442,0,-0.22245,1.855,0.907947,0.907947,3.38617
0.443,0,-0.271008,1.8575,0.829241,0.829241,3.3357
0.444,0,-0.319566,1.86,0.750534,0.750534,3.28523
0.445,0,-0.368125,1.8625,0.671827,0.671827,3.23476
0.446,0,-0.412057,1.865,0.583522,0.583522,3.14257
0.447,0,-0.455989,1.8675,0.495216,0.495216,3.05039
0.448,0,-0.499921,1.87,0.406911,0.406911,2.95821
0.449,0,-0.543853,1.8725,0.318605,0.318605,2.86603
0.45,0,-0.587785,1.875,0.2303,0.2303,2.77385
0.451,0,-0.624331,1.8775,0.137867,0.137867,2.64522
0.452,0,-0.660876,1.88,0.0454333,0.0454333,2.5166
0.453,0,-0.697422,1.8825,-0.047,-0.047,2.38797
0.454,0,-0.733968,1.885,-0.139433,-0.139433,2.25935
0.455,0,-0.770513,1.8875,-0.231866,-0.231866,2.13072
0.456,0,-0.797376,1.89,-0.32262,-0.32262,1.97331
0.457,0,-0.824239,1.8925,-0.413373,-0.413373,1.81589
0.458,0,-0.851102,1.895,-0.504126,-0.504126,1.65848
0.459,0,-0.877964,1.8975,-0.594879,-0.594879,1.50107
0.46,0,-0.904827,1.9,-0.685632,-0.685632,1.34365
0.461,0,-0.920319,1.9025,-0.768925,-0.768925,1.16704
0.462,0,-0.935811,1.905,-0.852218,-0.852218,0.990433
0.463,0,-0.951303,1.9075,-0.935511,-0.935511,0.813822
0.464,0,-0.966795,1.91,-1.0188,-1.0188,0.637211
0.465,0,-0.982287,1.9125,-1.1021,-1.1021,0.4606
0.466,0,-0.985435,1.915,-1.17255,-1.17255,0.275733
0.467,0,-0.988583,1.9175,-1.243,-1.243,0.0908666
0.468,0,-0.991731,1.92,-1.31345,-1.31345,-0.0939999
0.469,0,-0.994879,1.9225,-1.38389,-1.38389,-0.278866
0.47,0,-0.998027,1.925,-1.45434,-1.45434,-0.463733
0.471,0,-0.988633,1.9275,-1.50731,-1.50731,-0.645239
0.472,0,-0.979239,1.93,-1.56027,-1.56027,-0.826745
0.473,0,-0.969845,1.9325,-1.61324,-1.61324,-1.00825
0.474,0,-0.960451,1.935,-1.66621,-1.66621,-1.18976
0.475,0,-0.951057,1.9375,-1.71917,-1.71917,-1.37126
0.476,0,-0.929711,1.94,-1.75106,-1.75106,-1.53785
0.477,0,-0.908365,1.9425,-1.78295,-1.78295,-1.70444
0.478,0,-0.887019,1.945,-1.81484,-1.81484,-1.87102
0.479,0,-0.865674,1.9475,-1.84673,-1.84673,-2.03761
0.48,0,-0.844328,1.95,-1.87862,-1.87862,-2.20419
0.481,0,-0.812372,1.9525,-1.88714,-1.88714,-2.34509
0.482,0,-0.780416,1.955,-1.89566,-1.89566,-2.48599
0.483,0,-0.748459,1.9575,-1.90417,-1.90417,-2.62689
0.484,0,-0.716503,1.96,-1.91269,-1.91269,-2.76779
0.485,0,-0.684547,1.9625,-1.9212,-1.9212,-2.90869
0.486,0,-0.643988,1.965,-1.9055,-1.9055,-3.01462
0.487,0,-0.60343,1.9675,-1.88979,-1.88979,-3.12055
0.488,0,-0.562871,1.97,-1.87408,-1.87408,-3.22648
0.489,0,-0.522312,1.9725,-1.85838,-1.85838,-3.33241
0.49,0,-0.481754,1.975,-1.84267,-1.84267,-3.43834
0.491,0,-0.435141,1.9775,-1.80343,-1.80343,-3.50212
0.492,0,-0.388528,1.98,-1.76418,-1.76418,-3.56591
0.493,0,-0.341915,1.9825,-1.72493,-1.72493,-3.62969
0.494,0,-0.295303,1.985,-1.68569,-1.68569,-3.69347
0.495,0,-0.24869,1.9875,-1.64644,-1.64644,-3.75725
0.496,0.4,-0.198952,1.99,-1.58584,-1.58584,-3.77428
0.497,0.8,-0.149214,1.9925,-1.52523,-1.52523,-3.79131
0.498,1.2,-0.099476,1.995,-1.46463,-1.46463,-3.80834
0.499,1.6,-0.049738,1.9975,-1.40403,-1.40403,-3.82537
0.5,2,1.67839e-14,2,-1.34342,-1.34342,-3.8424
0.501,2,0.049738,2.0025,-1.26503,-1.26503,-3.81099
0.502,2,0.099476,2.005,-1.18664,-1.18664,-3.77958
0.503,2,0.149214,2.0075,-1.10825,-1.10825,-3.74817
0.504,2,0.198952,2.01,-1.02986,-1.02986,-3.71676
0.505,2,0.24869,2.0125,-0.951464,-0.951464,-3.68534
0.506,2,0.295303,2.015,-0.860025,-0.860025,-3.60685
0.507,2,0.341915,2.0175,-0.768587,-0.768587,-3.52836
0.508,2,0.388528,2.02,-0.677148,-0.677148,-3.44986
0.509,2,0.435141,2.0225,-0.58571,-0.58571,-3.37137
0.51,2,0.481754,2.025,-0.494271,-0.494271,-3.29288
0.511,2,0.522312,2.0275,0.00458308,0.00458308,-3.17167
0.512,2,0.562871,2.03,0.503437,0.503437,-3.05047
0.513,2,0.60343,2.0325,1.00229,1.00229,-2.92926
0.514,2,0.643988,2.035,1.50115,1.50115,-2.80805
0.515,2,0.684547,2.0375,2,2,-2.68685
0.516,2,0.716503,2.04,2.1001,2.1001,-2.53006
0.517,2,0.748459,2.0425,2.2002,2.2002,-2.37328
0.518,2,0.780416,2.045,2.30029,2.30029,-2.2165
0.519,2,0.812372,2.0475,2.40039,2.40039,-2.05971
0.52,2,0.844328,2.05,2.50049,2.50049,-1.90293
0.521,2,0.865674,2.0525,2.5955,2.5955,-1.72005
0.522,2,0.887019,2.055,2.69051,2.69051,-1.53717
0.523,2,0.908365,2.0575,2.78553,2.78553,-1.3543
0.524,2,0.929711,2.06,2.88054,2.88054,-1.17142
0.525,2,0.951057,2.0625,2.97555,2.97555,-0.988542
0.526,2,0.960451,2.065,3.05939,3.05939,0.00916616
0.527,2,0.969845,2.0675,3.14324,3.14324,1.00687
0.528,2,0.979239,2.07,3.22708,3.22708,2.00458
0.529,2,0.988633,2.0725,3.31092,3.31092,3.00229
0.53,2,0.998027,2.075,3.39476,3.39476,4
0.531,2,0.994879,2.0775,3.46199,3.46199,4.2002
0.532,2,0.991731,2.08,3.52921,3.52921,4.40039
0.533,2,0.988583,2.0825,3.59643,3.59643,4.60059
0.534,2,0.985435,2.085,3.66365,3.66365,4.80078
0.535,2,0.982287,2.0875,3.73087,3.73087,5.00098
0.536,2,0.966795,2.09,3.77701,3.77701,5.191
0.537,2,0.951303,2.0925,3.82314,3.82314,5.38103
0.538,2,0.935811,2.095,3.86928,3.86928,5.57105
0.539,2,0.920319,2.0975,3.91542,3.91542,5.76108
0.54,2,0.904827,2.1,3.96155,3.96155,5.9511
0.541,2,0.877964,2.1025,3.98342,3.98342,6.11879
0.542,2,0.851102,2.105,4.00529,4.00529,6.28647
0.543,2,0.824239,2.1075,4.02716,4.02716,6.45416
0.544,2,0.797376,2.11,4.04904,4.04904,6.62184
0.545,2,0.770513,2.1125,4.07091,4.07091,6.78953
0.546,2,0.733968,2.115,4.06683,4.06683,6.92397
0.547,2,0.697422,2.1175,4.06275,4.06275,7.05842
0.548,2,0.660876,2.12,4.05868,4.05868,7.19286
0.549,2,0.624331,2.1225,4.0546,4.0546,7.3273
0.55,2,0.587785,2.125,4.05052,4.05052,7.46174
0.551,2,0.543853,2.1275,4.02045,4.02045,7.55402
0.552,2,0.499921,2.13,3.99037,3.99037,7.64629
0.553,2,0.455989,2.1325,3.96029,3.96029,7.73856
0.554,2,0.412057,2.135,3.93021,3.93021,7.83084
0.555,2,0.368125,2.1375,3.90014,3.90014,7.92311
0.556,2,0.319566,2.14,3.84565,3.84565,7.96685
0.557,2,0.271008,2.1425,3.79117,3.79117,8.01059
0.558,2,0.22245,2.145,3.73668,3.73668,8.05433
0.559,2,0.173891,2.1475,3.68219,3.68219,8.09807
0.56,2,0.125333,2.15,3.62771,3.62771,8.14181
0.561,2,0.0751999,2.1525,3.55198,3.55198,8.13366
0.562,2,0.0250666,2.155,3.47624,3.47624,8.12551
0.563,2,-0.0250666,2.1575,3.40051,3.40051,8.11735
0.564,2,-0.0751999,2.16,3.32478,3.32478,8.1092
0.565,2,-0.125333,2.1625,3.24904,3.24904,8.10105
0.566,2,-0.173891,2.165,3.15661,3.15661,8.04089
0.567,2,-0.22245,2.1675,3.06417,3.06417,7.98074
0.568,2,-0.271008,2.17,2.97174,2.97174,7.92058
0.569,2,-0.319566,2.1725,2.8793,2.8793,7.86043
0.57,2,-0.368125,2.175,2.78687,2.78687,7.80027
0.571,2,-0.412057,2.1775,2.68339,2.68339,7.6913
0.572,2,-0.455989,2.18,2.57991,2.57991,7.58233
0.573,2,-0.499921,2.1825,2.47643,2.47643,7.47336
0.574,2,-0.543853,2.185,2.37295,2.37295,7.36439
0.575,2,-0.587785,2.1875,2.26947,2.26947,7.25542
0.576,2,-0.624331,2.19,2.16137,2.16137,7.10395
0.577,2,-0.660876,2.1925,2.05327,2.05327,6.95249
0.578,2,-0.697422,2.195,1.94517,1.94517,6.80102
0.579,2,-0.733968,2.1975,1.83707,1.83707,6.64955
0.58,2,-0.770513,2.2,1.72897,1.72897,6.49809
0.581,2,-0.797376,2.2025,1.62304,1.62304,6.31322
0.582,2,-0.824239,2.205,1.51711,1.51711,6.12835
0.583,2,-0.851102,2.2075,1.41118,1.41118,5.94347
0.584,2,-0.877964,2.21,1.30526,1.30526,5.7586
0.585,2,-0.904827,2.2125,1.19933,1.19933,5.57373
0.586,2,-0.920319,2.215,1.10231,1.10231,5.36677
0.587,2,-0.935811,2.2175,1.00529,1.00529,5.15981
0.588,2,-0.951303,2.22,0.908263,0.908263,4.95285
0.589,2,-0.966795,2.2225,0.811242,0.811242,4.74589
0.59,2,-0.982287,2.225,0.71422,0.71422,4.53893
0.591,2,-0.985435,2.2275,0.63235,0.63235,4.32273
0.592,2,-0.988583,2.23,0.55048,0.55048,4.10653
0.593,2,-0.991731,2.2325,0.46861,0.46861,3.89033
0.594,2,-0.994879,2.235,0.386741,0.386741,3.67413
0.595,2,-0.998027,2.2375,0.304871,0.304871,3.45793
0.596,2,-0.988633,2.24,0.243511,0.243511,3.24608
0.597,2,-0.979239,2.2425,0.182151,0.182151,3.03422
0.598,2,-0.969845,2.245,0.12079,0.12079,2.82237
0.599,2,-0.960451,2.2475,0.0594303,0.0594303,2.61051
0.6,2,-0.951057,2.25,-0.00192985,-0.00192985,2.39866
0.601,2,-0.929711,2.2525,-0.0386617,-0.0386617,2.20461
0.602,2,-0.908365,2.255,-0.0753936,-0.0753936,2.01057
0.603,2,-0.887019,2.2575,-0.112125,-0.112125,1.81653
0.604,2,-0.865674,2.26,-0.148857,-0.148857,1.62248
0.605,2,-0.844328,2.2625,-0.185589,-0.185589,1.42844
0.606,2,-0.812372,2.265,-0.195088,-0.195088,1.2647
0.607,2,-0.780416,2.2675,-0.204587,-0.204587,1.10096
0.608,2,-0.748459,2.27,-0.214087,-0.214087,0.937221
0.609,2,-0.716503,2.2725,-0.223586,-0.223586,0.773481
0.61,2,-0.684547,2.275,-0.233085,-0.233085,0.609742
0.611,2,-0.643988,2.2775,-0.214443,-0.214443,0.487021
0.612,2,-0.60343,2.28,-0.195802,-0.195802,0.364301
0.613,2,-0.562871,2.2825,-0.17716,-0.17716,0.241581
0.614,2,-0.522312,2.285,-0.158519,-0.158519,0.118861
0.615,2,-0.481754,2.2875,-0.139877,-0.139877,-0.00385971
0.616,2,-0.435141,2.29,-0.0939601,-0.0939601,-0.0773234
0.617,2,-0.388528,2.2925,-0.0480431,-0.0480431,-0.150787
0.618,2,-0.341915,2.295,-0.00212602,-0.00212602,-0.224251
0.619,2,-0.295303,2.2975,0.043791,0.043791,-0.297715
0.62,2,-0.24869,2.3,0.0897081,0.0897081,-0.371178
0.621,2,-0.198952,2.3025,0.160298,0.160298,-0.390177
0.622,2,-0.149214,2.305,0.230887,0.230887,-0.409175
0.623,2,-0.099476,2.3075,0.301476,0.301476,-0.428173
0.624,2,-0.049738,2.31,0.372066,0.372066,-0.447171
0.625,2,2.00916e-14,2.3125,0.442655,0.442655,-0.46617
0.626,2,0.049738,2.315,0.533722,0.533722,-0.428887
0.627,2,0.099476,2.3175,0.624789,0.624789,-0.391603
0.628,2,0.149214,2.32,0.715855,0.715855,-0.35432
0.629,2,0.198952,2.3225,0.806922,0.806922,-0.317037
0.63,2,0.24869,2.325,0.897988,0.897988,-0.279754
0.631,2,0.295303,2.3275,1.00399,1.00399,-0.18792
0.632,2,0.341915,2.33,1.11,1.11,-0.0960861
0.633,2,0.388528,2.3325,1.216,1.216,-0.00425205
0.634,2,0.435141,2.335,1.32201,1.32201,0.087582
0.635,2,0.481754,2.3375,1.42801,1.42801,0.179416
0.636,2,0.522312,2.34,1.54241,1.54241,0.320595
0.637,2,0.562871,2.3425,1.65681,1.65681,0.461774
0.638,2,0.60343,2.345,1.77121,1.77121,0.602953
0.639,2,0.643988,2.3475,1.8856,1.8856,0.744132
0.64,2,0.684547,2.35,2,2,0.885311
0.641,2,0.716503,2.3525,2.11564,2.11564,1.06744
0.642,2,0.748459,2.355,2.23128,2.23128,1.24958
0.643,2,0.780416,2.3575,2.34692,2.34692,1.43171
0.644,2,0.812372,2.36,2.46256,2.46256,1.61384
0.645,2,0.844328,2.3625,2.5782,2.5782,1.79598
0.646,2,0.865674,2.365,2.68778,2.68778,2.00799
0.647,2,0.887019,2.3675,2.79736,2.79736,2.22
0.648,2,0.908365,2.37,2.90694,2.90694,2.43201
0.649,2,0.929711,2.3725,3.01652,3.01652,2.64402
0.65,2,0.951057,2.375,3.1261,3.1261,2.85603
0.651,2,0.960451,2.3775,3.22262,3.22262,3.08482
0.652,2,0.969845,2.38,3.31913,3.31913,3.31362
0.653,2,0.979239,2.3825,3.41565,3.41565,3.54241
0.654,2,0.988633,2.385,3.51217,3.51217,3.77121
0.655,2,0.998027,2.3875,3.60869,3.60869,4
0.656,2,0.994879,2.39,3.68589,3.68589,4.23128
0.657,2,0.991731,2.3925,3.7631,3.7631,4.46256
0.658,2,0.988583,2.395,3.84031,3.84031,4.69384
0.659,2,0.985435,2.3975,3.91752,3.91752,4.92513
0.66,2,0.982287,2.4,3.99472,3.99472,5.15641
0.661,2,0.966795,2.4025,4.04753,4.04753,5.37557
0.662,2,0.951303,2.405,4.10034,4.10034,5.59472
0.663,2,0.935811,2.4075,4.15315,4.15315,5.81388
0.664,2,0.920319,2.41,4.20595,4.20595,6.03304
0.665,2,0.904827,2.4125,4.25876,4.25876,6.2522
0.666,2,0.877964,2.415,4.28357,4.28357,6.44523
0.667,2,0.851102,2.4175,4.30837,4.30837,6.63827
0.668,2,0.824239,2.42,4.33318,4.33318,6.8313
0.669,2,0.797376,2.4225,4.35798,4.35798,7.02434
0.67,2,0.770513,2.425,4.38279,4.38279,7.21737
0.671,2,0.733968,2.4275,4.37773,4.37773,7.37179
0.672,2,0.697422,2.43,4.37267,4.37267,7.5262
0.673,2,0.660876,2.4325,4.36761,4.36761,7.68062
0.674,2,0.624331,2.435,4.36255,4.36255,7.83503
0.675,2,0.587785,2.4375,4.35749,4.35749,7.98945
0.676,2,0.543853,2.44,4.32257,4.32257,8.09506
0.677,2,0.499921,2.4425,4.28765,4.28765,8.20068
0.678,2,0.455989,2.445,4.25273,4.25273,8.30629
0.679,2,0.412057,2.4475,4.21781,4.21781,8.4119
0.68,2,0.368125,2.45,4.1829,4.1829,8.51752
0.681,2,0.319566,2.4525,4.12002,4.12002,8.56713
0.682,2,0.271008,2.455,4.05714,4.05714,8.61674
0.683,2,0.22245,2.4575,3.99425,3.99425,8.66635
0.684,2,0.173891,2.46,3.93137,3.93137,8.71597
0.685,2,0.125333,2.4625,3.86849,3.86849,8.76558
0.686,2,0.0751999,2.465,3.78134,3.78134,8.75546
0.687,2,0.0250666,2.4675,3.69419,3.69419,8.74534
0.688,2,-0.0250666,2.47,3.60703,3.60703,8.73522
0.689,2,-0.0751999,2.4725,3.51988,3.51988,8.7251
0.69,2,-0.125333,2.475,3.43273,3.43273,8.71498
0.691,2,-0.173891,2.4775,3.32656,3.32656,8.64514
0.692,2,-0.22245,2.48,3.2204,3.2204,8.5753
0.693,2,-0.271008,2.4825,3.11423,3.11423,8.50547
0.694,2,-0.319566,2.485,3.00807,3.00807,8.43563
0.695,2,-0.368125,2.4875,2.90191,2.90191,8.36579
0.696,2,-0.412057,2.49,2.78325,2.78325,8.24003
0.697,2,-0.455989,2.4925,2.6646,2.6646,8.11427
0.698,2,-0.499921,2.495,2.54594,2.54594,7.98851
0.699,2,-0.543853,2.4975,2.42729,2.42729,7.86275
0.7,2,-0.587785,2.5,2.30863,2.30863,7.73699
0.701,2,-0.624331,2.5025,2.18487,2.18487,7.56268
0.702,2,-0.660876,2.505,2.0611,2.0611,7.38837
0.703,2,-0.697422,2.5075,1.93733,1.93733,7.21407
0.704,2,-0.733968,2.51,1.81357,1.81357,7.03976
0.705,2,-0.770513,2.5125,1.6898,1.6898,6.86545
0.706,2,-0.797376,2.515,1.5687,1.5687,6.65312
0.707,2,-0.824239,2.5175,1.4476,1.4476,6.4408
0.708,2,-0.851102,2.52,1.32649,1.32649,6.22847
0.709,2,-0.877964,2.5225,1.20539,1.20539,6.01614
0.71,2,-0.904827,2.525,1.08429,1.08429,5.80381
0.711,2,-0.920319,2.5275,0.97354,0.97354,5.5665
0.712,2,-0.935811,2.53,0.862789,0.862789,5.32919
0.713,2,-0.951303,2.5325,0.752038,0.752038,5.09188
0.714,2,-0.966795,2.535,0.641288,0.641288,4.85458
0.715,2,-0.982287,2.5375,0.530537,0.530537,4.61727
0.716,2,-0.985435,2.54,0.437247,0.437247,4.36973
0.717,2,-0.988583,2.5425,0.343956,0.343956,4.1222
0.718,2,-0.991731,2.545,0.250666,0.250666,3.87467
0.719,2,-0.994879,2.5475,0.157376,0.157376,3.62713
0.72,2,-0.998027,2.55,0.0640855,0.0640855,3.3796
0.721,2,-0.988633,2.5525,-0.00566928,-0.00566928,3.1374
0.722,2,-0.979239,2.555,-0.075424,-0.075424,2.89519
0.723,2,-0.969845,2.5575,-0.145179,-0.145179,2.65299
0.724,2,-0.960451,2.56,-0.214934,-0.214934,2.41078
0.725,2,-0.951057,2.5625,-0.284688,-0.284688,2.16858
0.726,2,-0.929711,2.565,-0.326261,-0.326261,1.94708
0.727,2,-0.908365,2.5675,-0.367835,-0.367835,1.72558
0.728,2,-0.887019,2.57,-0.409408,-0.409408,1.50408
0.729,2,-0.865674,2.5725,-0.450981,-0.450981,1.28258
0.73,2,-0.844328,2.575,-0.492554,-0.492554,1.06107
0.731,2,-0.812372,2.5775,-0.503037,-0.503037,0.874493
0.732,2,-0.780416,2.58,-0.51352,-0.51352,0.687913
0.733,2,-0.748459,2.5825,-0.524002,-0.524002,0.501332
0.734,2,-0.716503,2.585,-0.534485,-0.534485,0.314752
0.735,2,-0.684547,2.5875,-0.544968,-0.544968,0.128171
0.736,2,-0.643988,2.59,-0.523391,-0.523391,-0.0113386
0.737,2,-0.60343,2.5925,-0.501814,-0.501814,-0.150848
0.738,2,-0.562871,2.595,-0.480237,-0.480237,-0.290358
0.739,2,-0.522312,2.5975,-0.458659,-0.458659,-0.429867
0.74,2,-0.481754,2.6,-0.437082,-0.437082,-0.569377
0.741,2,-0.435141,2.6025,-0.384495,-0.384495,-0.652523
0.742,2,-0.388528,2.605,-0.331907,-0.331907,-0.735669
0.743,2,-0.341915,2.6075,-0.27932,-0.27932,-0.818815
0.744,2,-0.295303,2.61,-0.226732,-0.226732,-0.901962
0.745,2,-0.24869,2.6125,-0.174144,-0.174144,-0.985108
0.746,2,-0.198952,2.615,-0.0935687,-0.0935687,-1.00607
0.747,2,-0.149214,2.6175,-0.0129929,-0.0129929,-1.02704
0.748,2,-0.099476,2.62,0.0675829,0.0675829,-1.048
0.749,2,-0.049738,2.6225,0.148159,0.148159,-1.06897
0.75,2,2.69521e-14,2.625,0.228734,0.228734,-1.08994
0.751,2,0.049738,2.6275,0.332476,0.332476,-1.04678
0.752,2,0.099476,2.63,0.436217,0.436217,-1.00363
0.753,2,0.149214,2.6325,0.539958,0.539958,-0.960473
0.754,2,0.198952,2.635,0.643699,0.643699,-0.917319
0.755,2,0.24869,2.6375,0.74744,0.74744,-0.874165
0.756,2,0.295303,2.64,0.868012,0.868012,-0.768989
0.757,2,0.341915,2.6425,0.988583,0.988583,-0.663814
0.758,2,0.388528,2.645,1.10915,1.10915,-0.558639
0.759,2,0.435141,2.6475,1.22973,1.22973,-0.453464
0.76,2,0.481754,2.65,1.3503,1.3503,-0.348289
0.761,2,0.522312,2.6525,1.48024,1.48024,-0.187137
0.762,2,0.562871,2.655,1.61018,1.61018,-0.0259858
0.763,2,0.60343,2.6575,1.74012,1.74012,0.135166
0.764,2,0.643988,2.66,1.87006,1.87006,0.296317
0.765,2,0.684547,2.6625,2,2,0.457469
0.766,2,0.716503,2.665,2.13118,2.13118,0.664951
0.767,2,0.748459,2.6675,2.26237,2.26237,0.872434
0.768,2,0.780416,2.67,2.39355,2.39355,1.07992
0.769,2,0.812372,2.6725,2.52474,2.52474,1.2874
0.77,2,0.844328,2.675,2.65592,2.65592,1.49488
0.771,2,0.865674,2.6775,2.78007,2.78007,1.73602
0.772,2,0.887019,2.68,2.90421,2.90421,1.97717
0.773,2,0.908365,2.6825,3.02836,3.02836,2.21831
0.774,2,0.929711,2.685,3.1525,3.1525,2.45945
0.775,2,0.951057,2.6875,3.27665,3.27665,2.7006
0.776,2,0.960451,2.69,3.38584,3.38584,2.96048
0.777,2,0.969845,2.6925,3.49503,3.49503,3.22036
0.778,2,0.979239,2.695,3.60422,3.60422,3.48024
0.779,2,0.988633,2.6975,3.71341,3.71341,3.74012
0.78,2,0.998027,2.7,3.82261,3.82261,4
0.781,2,0.994879,2.7025,3.9098,3.9098,4.26237
0.782,2,0.991731,2.705,3.99699,3.99699,4.52474
0.783,2,0.988583,2.7075,4.08419,4.08419,4.7871
0.784,2,0.985435,2.71,4.17138,4.17138,5.04947
0.785,2,0.982287,2.7125,4.25858,4.25858,5.31184
0.786,2,0.966795,2.715,4.31805,4.31805,5.56013
0.787,2,0.951303,2.7175,4.37753,4.37753,5.80842
0.788,2,0.935811,2.72,4.43701,4.43701,6.05671
0.789,2,0.920319,2.7225,4.49649,4.49649,6.305
0.79,2,0.904827,2.725,4.55596,4.55596,6.55329
0.791,2,0.877964,2.7275,4.58371,4.58371,6.77168
0.792,2,0.851102,2.73,4.61145,4.61145,6.99006
0.793,2,0.824239,2.7325,4.63919,4.63919,7.20845
0.794,2,0.797376,2.735,4.66693,4.66693,7.42683
0.795,2,0.770513,2.7375,4.69467,4.69467,7.64521
0.796,2,0.733968,2.74,4.68863,4.68863,7.8196
0.797,2,0.697422,2.7425,4.68258,4.68258,7.99399
0.798,2,0.660876,2.745,4.67654,4.67654,8.16838
0.799,2,0.624331,2.7475,4.6705,4.6705,8.34277
0.8,2,0.587785,2.75,4.66445,4.66445,8.51715
0.801,2,0.543853,2.7525,4.62469,4.62469,8.63611
0.802,2,0.499921,2.755,4.58493,4.58493,8.75506
0.803,2,0.455989,2.7575,4.54517,4.54517,8.87402
0.804,2,0.412057,2.76,4.50541,4.50541,8.99297
0.805,2,0.368125,2.7625,4.46565,4.46565,9.11193
0.806,2,0.319566,2.765,4.39438,4.39438,9.16741
0.807,2,0.271008,2.7675,4.3231,4.3231,9.22289
0.808,2,0.22245,2.77,4.25183,4.25183,9.27838
0.809,2,0.173891,2.7725,4.18055,4.18055,9.33386
0.81,2,0.125333,2.775,4.10928,4.10928,9.38934
0.811,2,0.0751999,2.7775,4.01071,4.01071,9.37726
0.812,2,0.0250666,2.78,3.91213,3.91213,9.36517
0.813,2,-0.0250666,2.7825,3.81356,3.81356,9.35308
0.814,2,-0.0751999,2.785,3.71498,3.71498,9.341
0.815,2,-0.125333,2.7875,3.61641,3.61641,9.32891
0.816,2,-0.173891,2.79,3.49652,3.49652,9.24939
0.817,2,-0.22245,2.7925,3.37662,3.37662,9.16987
0.818,2,-0.271008,2.795,3.25673,3.25673,9.09035
0.819,2,-0.319566,2.7975,3.13684,3.13684,9.01083
0.82,2,-0.368125,2.8,3.01694,3.01694,8.93131
0.821,2,-0.412057,2.8025,2.88312,2.88312,8.78876
0.822,2,-0.455989,2.805,2.74929,2.74929,8.64621
0.823,2,-0.499921,2.8075,2.61546,2.61546,8.50366
0.824,2,-0.543853,2.81,2.48163,2.48163,8.36111
0.825,2,-0.587785,2.8125,2.3478,2.3478,8.21856
0.826,2,-0.624331,2.815,2.20837,2.20837,8.02141
0.827,2,-0.660876,2.8175,2.06893,2.06893,7.82426
0.828,2,-0.697422,2.82,1.9295,1.9295,7.62712
0.829,2,-0.733968,2.8225,1.79007,1.79007,7.42997
0.83,2,-0.770513,2.825,1.65063,1.65063,7.23282
0.831,2,-0.797376,2.8275,1.51436,1.51436,6.99303
0.832,2,-0.824239,2.83,1.37808,1.37808,6.75325
0.833,2,-0.851102,2.8325,1.2418,1.2418,6.51346
0.834,2,-0.877964,2.835,1.10553,1.10553,6.27367
0.835,2,-0.904827,2.8375,0.969251,0.969251,6.03389
0.836,2,-0.920319,2.84,0.844772,0.844772,5.76623
0.837,2,-0.935811,2.8425,0.720292,0.720292,5.49857
0.838,2,-0.951303,2.845,0.595813,0.595813,5.23091
0.839,2,-0.966795,2.8475,0.471333,0.471333,4.96326
0.84,2,-0.982287,2.85,0.346854,0.346854,4.6956
0.841,2,-0.985435,2.8525,0.242143,0.242143,4.41673
0.842,2,-0.988583,2.855,0.137432,0.137432,4.13787
0.843,2,-0.991731,2.8575,0.0327216,0.0327216,3.859
0.844,2,-0.994879,2.86,-0.0719891,-0.0719891,3.58013
0.845,2,-0.998027,2.8625,-0.1767,-0.1767,3.30127
0.846,2,-0.988633,2.865,-0.254849,-0.254849,3.02871
0.847,2,-0.979239,2.8675,-0.332999,-0.332999,2.75616
0.848,2,-0.969845,2.87,-0.411148,-0.411148,2.48361
0.849,2,-0.960451,2.8725,-0.489297,-0.489297,2.21106
0.85,2,-0.951057,2.875,-0.567447,-0.567447,1.9385
0.851,2,-0.929711,2.8775,-0.613861,-0.613861,1.68954
0.852,2,-0.908365,2.88,-0.660276,-0.660276,1.44058
0.853,2,-0.887019,2.8825,-0.70669,-0.70669,1.19163
0.854,2,-0.865674,2.885,-0.753104,-0.753104,0.942667
0.855,2,-0.844328,2.8875,-0.799519,-0.799519,0.693708
0.856,2,-0.812372,2.89,-0.810985,-0.810985,0.484286
0.857,2,-0.780416,2.8925,-0.822452,-0.822452,0.274865
0.858,2,-0.748459,2.895,-0.833918,-0.833918,0.0654433
0.859,2,-0.716503,2.8975,-0.845385,-0.845385,-0.143978
0.86,2,-0.684547,2.9,-0.856852,-0.856852,-0.3534
0.861,2,-0.643988,2.9025,-0.832339,-0.832339,-0.509699
0.862,2,-0.60343,2.905,-0.807826,-0.807826,-0.665997
0.863,2,-0.562871,2.9075,-0.783313,-0.783313,-0.822296
0.864,2,-0.522312,2.91,-0.7588,-0.7588,-0.978595
