time,shaft1.tlm.rx,shaft1.tlm.ry,shaft1.tlm.rz,shaft1.tlm.ax,shaft1.tlm.ay,shaft1.tlm.az,shaft1.tlm.vx,shaft1.tlm.vy,shaft1.tlm.vz,shaft1.tlm.wx,shaft1.tlm.wy,shaft1.tlm.wz,shaft1.tlm.fx,shaft1.tlm.fy,shaft1.tlm.fz,shaft1.tlm.tx,shaft1.tlm.ty,shaft1.tlm.tz,brg1.bIR`cs1.rx,brg1.bIR`cs1.ry,brg1.bIR`cs1.rz,brg1.bIR`cs1.ax,brg1.bIR`cs1.ay,brg1.bIR`cs1.az,brg1.bIR`cs1.vx,brg1.bIR`cs1.vy,brg1.bIR`cs1.vz,brg1.bIR`cs1.wx,brg1.bIR`cs1.wy,brg1.bIR`cs1.wz,brg1.bIR`cs1.fx,brg1.bIR`cs1.fy,brg1.bIR`cs1.fz,brg1.bIR`cs1.tx,brg1.bIR`cs1.ty,brg1.bIR`cs1.tz,brg1.bER`cs1.rx,brg1.bER`cs1.ry,brg1.bER`cs1.rz,brg1.bER`cs1.ax,brg1.bER`cs1.ay,brg1.bER`cs1.az,brg1.bER`cs1.vx,brg1.bER`cs1.vy,brg1.bER`cs1.vz,brg1.bER`cs1.wx,brg1.bER`cs1.wy,brg1.bER`cs1.wz,brg1.bER`cs1.fx,brg1.bER`cs1.fy,brg1.bER`cs1.fz,brg1.bER`cs1.tx,brg1.bER`cs1.ty,brg1.bER`cs1.tz,shaft2.tlm.rx,shaft2.tlm.ry,shaft2.tlm.rz,shaft2.tlm.ax,shaft2.tlm.ay,shaft2.tlm.az,shaft2.tlm.vx,shaft2.tlm.vy,shaft2.tlm.vz,shaft2.tlm.wx,shaft2.tlm.wy,shaft2.tlm.wz,shaft2.tlm.fx,shaft2.tlm.fy,shaft2.tlm.fz,shaft2.tlm.tx,shaft2.tlm.ty,shaft2.tlm.tz
2.759,-0.0222453,-0.0974944,2.19524e-19,-2.19524e-18,1.83486e-17,-0.224329,-0.0151013,0.00344565,3.04959e-19,-7.82398e-20,1.33661e-17,-0.154894,-118.578,27.6432,2.44664e-15,-6.25905e-18,1.06927e-15,-12.3973,-0.0222464,0.00250564,2.19523e-19,1.5708,1.83905e-17,-0.203362,-0.0151013,0.00344564,3.04959e-19,8.15429e-20,1.33492e-17,-0.146199,-120.742,27.6037,2.44312e-15,6.53203e-18,1.06848e-15,-11.6959,-0.0222464,0.00250564,2.19523e-19,1.5708,1.83486e-17,-0.224311,-0.0151013,0.00344564,3.04959e-19,-7.82398e-20,1.33661e-17,-0.154894,-123.093,27.5257,2.43615e-15,-6.26781e-18,1.06981e-15,-12.3915,-0.0222467,0.00250567,2.19526e-19,-1.81012e-18,1.83908e-17,-0.203365,-0.0151013,0.00344564,3.04959e-19,8.15428e-20,1.33492e-17,-0.146199,-120.929,27.565,2.43966e-15,6.52373e-18,1.0679e-15,-11.7014
2.769,-0.0223965,-0.0974597,2.22589e-19,-2.22589e-18,1.84789e-17,-0.225881,-0.015147,0.00348082,3.08103e-19,-7.90166e-20,1.34129e-17,-0.155418,-118.944,27.9251,2.47183e-15,-6.3212e-18,1.07302e-15,-12.4392,-0.0223976,0.00254027,2.22589e-19,1.5708,1.85216e-17,-0.204827,-0.015147,0.00348082,3.08102e-19,8.23567e-20,1.33957e-17,-0.146699,-121.108,27.8854,2.46829e-15,6.59722e-18,1.07221e-15,-11.7359,-0.0223976,0.00254027,2.22589e-19,1.5708,1.84789e-17,-0.225862,-0.015147,0.00348082,3.08102e-19,-7.90167e-20,1.34129e-17,-0.155418,-123.459,27.8069,2.46127e-15,-6.33005e-18,1.07356e-15,-12.4334,-0.0223979,0.0025403,2.22591e-19,-1.83642e-18,1.85219e-17,-0.204829,-0.015147,0.00348081,3.08102e-19,8.23566e-20,1.33957e-17,-0.146699,-121.295,27.8464,2.46481e-15,6.58883e-18,1.07162e-15,-11.7414
2.779,-0.0225482,-0.0974247,2.25686e-19,-2.25686e-18,1.86097e-17,-0.227438,-0.0151927,0.00351622,3.11266e-19,-7.98017e-20,1.34597e-17,-0.155943,-119.309,28.2088,2.49719e-15,-6.38401e-18,1.07676e-15,-12.4812,-0.0225493,0.00257525,2.25685e-19,1.5708,1.86532e-17,-0.206296,-0.0151927,0.00351622,3.11265e-19,8.31788e-20,1.34422e-17,-0.147199,-121.473,28.1689,2.49362e-15,6.66309e-18,1.07593e-15,-11.7759,-0.0225493,0.00257525,2.25685e-19,1.5708,1.86096e-17,-0.227419,-0.0151927,0.00351622,3.11265e-19,-7.98018e-20,1.34597e-17,-0.155943,-123.824,28.0898,2.48656e-15,-6.39295e-18,1.0773e-15,-12.4754,-0.0225496,0.00257529,2.25688e-19,-1.863e-18,1.86534e-17,-0.206299,-0.0151927,0.00351622,3.11265e-19,8.31787e-20,1.34422e-17,-0.147199,-121.66,28.1297,2.49012e-15,6.6546e-18,1.07534e-15,-11.7814
2.789,-0.0227003,-0.0973894,2.28815e-19,-2.28815e-18,1.87408e-17,-0.229,-0.0152382,0.00355185,3.1445e-19,-8.0595e-20,1.35064e-17,-0.156467,-119.673,28.4943,2.5227e-15,-6.44747e-18,1.0805e-15,-12.5231,-0.0227015,0.00261059,2.28814e-19,1.5708,1.87851e-17,-0.207771,-0.0152382,0.00355184,3.14449e-19,8.40095e-20,1.34887e-17,-0.147698,-121.837,28.4541,2.51911e-15,6.72963e-18,1.07964e-15,-11.8158,-0.0227015,0.00261059,2.28814e-19,1.5708,1.87408e-17,-0.228981,-0.0152382,0.00355184,3.14449e-19,-8.05951e-20,1.35064e-17,-0.156467,-124.189,28.3746,2.512e-15,-6.4565e-18,1.08104e-15,-12.5173,-0.0227018,0.00261063,2.28817e-19,-1.88986e-18,1.87853e-17,-0.207773,-0.0152382,0.00355184,3.14449e-19,8.40094e-20,1.34887e-17,-0.147698,-122.024,28.4147,2.51559e-15,6.72106e-18,1.07906e-15,-11.8213
2.799,-0.022853,-0.0973537,2.31975e-19,-2.31975e-18,1.88724e-17,-0.230567,-0.0152836,0.00358771,3.17654e-19,-8.13966e-20,1.35532e-17,-0.156991,-120.036,28.7816,2.54838e-15,-6.5116e-18,1.08424e-15,-12.565,-0.0228541,0.00264629,2.31974e-19,1.5708,1.89175e-17,-0.20925,-0.0152836,0.0035877,3.17654e-19,8.48488e-20,1.35351e-17,-0.148196,-122.2,28.7412,2.54477e-15,6.79687e-18,1.08336e-15,-11.8557,-0.0228541,0.00264629,2.31974e-19,1.5708,1.88724e-17,-0.230549,-0.0152836,0.0035877,3.17654e-19,-8.13967e-20,1.35532e-17,-0.156991,-124.552,28.6612,2.53762e-15,-6.52073e-18,1.08478e-15,-12.5593,-0.0228544,0.00264632,2.31977e-19,-1.91701e-18,1.89177e-17,-0.209253,-0.0152836,0.0035877,3.17653e-19,8.48487e-20,1.35351e-17,-0.148196,-122.388,28.7015,2.54122e-15,6.7882e-18,1.08277e-15,-11.8612
2.809,-0.023006,-0.0973176,2.35168e-19,-2.35168e-18,1.90043e-17,-0.23214,-0.015329,0.00362379,3.20879e-19,-8.22068e-20,1.35999e-17,-0.157515,-120.398,29.0708,2.57423e-15,-6.57642e-18,1.08798e-15,-12.6069,-0.0230072,0.00268235,2.35167e-19,1.5708,1.90503e-17,-0.210735,-0.015329,0.00362378,3.20878e-19,8.56968e-20,1.35815e-17,-0.148694,-122.563,29.0301,2.57059e-15,6.86481e-18,1.08707e-15,-11.8955,-0.0230072,0.00268235,2.35167e-19,1.5708,1.90043e-17,-0.232121,-0.015329,0.00362378,3.20878e-19,-8.22069e-20,1.35999e-17,-0.157515,-124.915,28.9495,2.56339e-15,-6.58564e-18,1.08852e-15,-12.6012,-0.0230075,0.00268238,2.3517e-19,-1.94444e-18,1.90505e-17,-0.210737,-0.015329,0.00362378,3.20878e-19,8.56967e-20,1.35815e-17,-0.148694,-122.75,28.9902,2.56702e-15,6.85605e-18,1.08648e-15,-11.901
2.819,-0.0231595,-0.0972812,2.38393e-19,-2.38393e-18,1.91367e-17,-0.233717,-0.0153742,0.00366009,3.24124e-19,-8.30256e-20,1.36465e-17,-0.158038,-120.76,29.3618,2.60023e-15,-6.64192e-18,1.09171e-15,-12.6488,-0.0231607,0.00271877,2.38392e-19,1.5708,1.91835e-17,-0.212224,-0.0153742,0.00366009,3.24124e-19,8.65537e-20,1.36278e-17,-0.149192,-122.924,29.3208,2.59658e-15,6.93346e-18,1.09078e-15,-11.9353,-0.0231607,0.00271877,2.38392e-19,1.5708,1.91367e-17,-0.233699,-0.0153742,0.00366009,3.24124e-19,-8.30257e-20,1.36465e-17,-0.158038,-125.277,29.2398,2.58933e-15,-6.65124e-18,1.09225e-15,-12.6431,-0.023161,0.0027188,2.38395e-19,-1.97215e-18,1.91837e-17,-0.212227,-0.0153742,0.00366009,3.24124e-19,8.65536e-20,1.36278e-17,-0.149192,-123.112,29.2806,2.59298e-15,6.9246e-18,1.09019e-15,-11.9408
2.829,-0.0233135,-0.0972444,2.41651e-19,-2.41651e-18,1.92695e-17,-0.2353,-0.0154192,0.00369663,3.2739e-19,-8.38531e-20,1.36932e-17,-0.158562,-121.12,29.6545,2.62641e-15,-6.70812e-18,1.09544e-15,-12.6907,-0.0233146,0.00275555,2.4165e-19,1.5708,1.93171e-17,-0.213718,-0.0154193,0.00369662,3.2739e-19,8.74196e-20,1.36742e-17,-0.149688,-123.285,29.6134,2.62273e-15,7.00283e-18,1.09448e-15,-11.9751,-0.0233146,0.00275555,2.4165e-19,1.5708,1.92694e-17,-0.235282,-0.0154193,0.00369662,3.2739e-19,-8.38532e-20,1.36932e-17,-0.158562,-125.637,29.5318,2.61543e-15,-6.71754e-18,1.09598e-15,-12.6849,-0.0233149,0.00275558,2.41652e-19,-2.00015e-18,1.93173e-17,-0.213721,-0.0154193,0.00369662,3.27389e-19,8.74195e-20,1.36742e-17,-0.149688,-123.473,29.5729,2.61911e-15,6.99388e-18,1.09389e-15,-11.9805
2.839,-0.0234679,-0.0972073,2.44941e-19,-2.44941e-18,1.94026e-17,-0.236889,-0.0154642,0.00373339,3.30677e-19,-8.46894e-20,1.37398e-17,-0.159085,-121.48,29.9492,2.65274e-15,-6.77502e-18,1.09917e-15,-12.7326,-0.0234691,0.0027927,2.4494e-19,1.5708,1.94511e-17,-0.215218,-0.0154642,0.00373339,3.30676e-19,8.82946e-20,1.37204e-17,-0.150185,-123.645,29.9077,2.64904e-15,7.07293e-18,1.09819e-15,-12.0148,-0.0234691,0.0027927,2.4494e-19,1.5708,1.94026e-17,-0.23687,-0.0154642,0.00373339,3.30676e-19,-8.46896e-20,1.37398e-17,-0.159085,-125.997,29.8256,2.6417e-15,-6.78454e-18,1.09971e-15,-12.7268,-0.0234694,0.00279274,2.44943e-19,-2.02845e-18,1.94513e-17,-0.21522,-0.0154642,0.00373339,3.30676e-19,8.82945e-20,1.37204e-17,-0.150185,-123.832,29.867,2.6454e-15,7.06388e-18,1.09759e-15,-12.0202
2.849,-0.0236228,-0.0971698,2.48264e-19,-2.48264e-18,1.95362e-17,-0.238482,-0.0155091,0.00377039,3.33984e-19,-8.55348e-20,1.37864e-17,-0.159608,-121.838,30.2456,2.67925e-15,-6.84265e-18,1.10289e-15,-12.7744,-0.0236239,0.00283022,2.48263e-19,1.5708,1.95855e-17,-0.216722,-0.0155091,0.00377038,3.33983e-19,8.91788e-20,1.37667e-17,-0.15068,-124.003,30.2039,2.67552e-15,7.14376e-18,1.10189e-15,-12.0544,-0.0236239,0.00283022,2.48263e-19,1.5708,1.95362e-17,-0.238464,-0.0155091,0.00377038,3.33983e-19,-8.55349e-20,1.37864e-17,-0.159608,-126.356,30.1213,2.66813e-15,-6.85227e-18,1.10344e-15,-12.7686,-0.0236242,0.00283025,2.48266e-19,-2.05703e-18,1.95858e-17,-0.216725,-0.0155091,0.00377038,3.33983e-19,8.91788e-20,1.37667e-17,-0.15068,-124.191,30.163,2.67186e-15,7.13462e-18,1.10129e-15,-12.0599
2.859,-0.0237781,-0.0971319,2.51621e-19,-2.51621e-18,1.96701e-17,-0.240081,-0.0155538,0.00380761,3.37311e-19,-8.63892e-20,1.38329e-17,-0.160131,-122.196,30.5439,2.70591e-15,-6.911e-18,1.10662e-15,-12.8162,-0.0237792,0.00286811,2.5162e-19,1.5708,1.97204e-17,-0.218231,-0.0155538,0.0038076,3.37311e-19,9.00724e-20,1.38129e-17,-0.151175,-124.361,30.5019,2.70216e-15,7.21535e-18,1.10558e-15,-12.094,-0.0237792,0.00286811,2.5162e-19,1.5708,1.96701e-17,-0.240062,-0.0155538,0.0038076,3.37311e-19,-8.63893e-20,1.38329e-17,-0.160131,-126.714,30.4188,2.69473e-15,-6.92073e-18,1.10716e-15,-12.8105,-0.0237795,0.00286814,2.51623e-19,-2.08591e-18,1.97206e-17,-0.218234,-0.0155538,0.0038076,3.3731e-19,9.00723e-20,1.38129e-17,-0.151175,-124.549,30.4607,2.69848e-15,7.20611e-18,1.10499e-15,-12.0995
2.869,-0.0239339,-0.0970936,2.5501e-19,-2.5501e-18,1.98045e-17,-0.241685,-0.0155984,0.00384506,3.4066e-19,-8.72529e-20,1.38794e-17,-0.160654,-122.553,30.844,2.73275e-15,-6.9801e-18,1.11034e-15,-12.858,-0.023935,0.00290637,2.55009e-19,1.5708,1.98556e-17,-0.219746,-0.0155984,0.00384505,3.40659e-19,9.09755e-20,1.38591e-17,-0.15167,-124.718,30.8018,2.72897e-15,7.2877e-18,1.10928e-15,-12.1336,-0.023935,0.00290637,2.55009e-19,1.5708,1.98045e-17,-0.241666,-0.0155984,0.00384505,3.40659e-19,-8.7253e-20,1.38794e-17,-0.160654,-127.071,30.7182,2.7215e-15,-6.98992e-18,1.11088e-15,-12.8523,-0.0239353,0.00290641,2.55012e-19,-2.11509e-18,1.98559e-17,-0.219748,-0.0155984,0.00384505,3.40659e-19,9.09754e-20,1.38591e-17,-0.15167,-124.906,30.7603,2.72526e-15,7.27835e-18,1.10868e-15,-12.139
2.879,-0.0240901,-0.097055,2.58434e-19,-2.58434e-18,1.99393e-17,-0.243294,-0.0156429,0.00388274,3.44029e-19,-8.81259e-20,1.39259e-17,-0.161176,-122.908,31.146,2.75974e-15,-7.04994e-18,1.11406e-15,-12.8998,-0.0240912,0.00294501,2.58433e-19,1.5708,1.99913e-17,-0.221265,-0.0156429,0.00388273,3.44028e-19,9.18882e-20,1.39052e-17,-0.152164,-125.074,31.1035,2.75595e-15,7.36082e-18,1.11297e-15,-12.1731,-0.0240912,0.00294501,2.58433e-19,1.5708,1.99392e-17,-0.243275,-0.0156429,0.00388273,3.44028e-19,-8.8126e-20,1.39259e-17,-0.161176,-127.428,31.0194,2.74843e-15,-7.05987e-18,1.1146e-15,-12.8941,-0.0240915,0.00294505,2.58436e-19,-2.14456e-18,1.99915e-17,-0.221267,-0.0156429,0.00388273,3.44028e-19,9.18881e-20,1.39052e-17,-0.152164,-125.262,31.0618,2.75222e-15,7.35137e-18,1.11237e-15,-12.1785
2.889,-0.0242467,-0.097016,2.61891e-19,-2.61891e-18,2.00744e-17,-0.244908,-0.0156873,0.00392065,3.47418e-19,-8.90084e-20,1.39723e-17,-0.161698,-123.263,31.4498,2.78691e-15,-7.12054e-18,1.11777e-15,-12.9416,-0.0242479,0.00298403,2.6189e-19,1.5708,2.01273e-17,-0.222789,-0.0156873,0.00392064,3.47418e-19,9.28106e-20,1.39513e-17,-0.152657,-125.429,31.407,2.78309e-15,7.43472e-18,1.11665e-15,-12.2126,-0.0242479,0.00298403,2.6189e-19,1.5708,2.00744e-17,-0.24489,-0.0156873,0.00392064,3.47418e-19,-8.90085e-20,1.39723e-17,-0.161698,-127.783,31.3224,2.77552e-15,-7.13058e-18,1.11831e-15,-12.9358,-0.0242482,0.00298406,2.61893e-19,-2.17433e-18,2.01276e-17,-0.222792,-0.0156873,0.00392064,3.47418e-19,9.28105e-20,1.39513e-17,-0.152657,-125.617,31.3651,2.77933e-15,7.42517e-18,1.11606e-15,-12.218
2.899,-0.0244038,-0.0969766,2.65382e-19,-2.65382e-18,2.02099e-17,-0.246528,-0.0157316,0.00395879,3.50829e-19,-8.99006e-20,1.40187e-17,-0.16222,-123.617,31.7554,2.81424e-15,-7.19191e-18,1.12148e-15,-12.9834,-0.024405,0.00302343,2.65381e-19,1.5708,2.02638e-17,-0.224318,-0.0157316,0.00395878,3.50828e-19,9.37429e-20,1.39973e-17,-0.15315,-125.783,31.7124,2.8104e-15,7.50941e-18,1.12034e-15,-12.252,-0.024405,0.00302343,2.65381e-19,1.5708,2.02099e-17,-0.246509,-0.0157316,0.00395878,3.50828e-19,-8.99006e-20,1.40187e-17,-0.16222,-128.137,31.6273,2.80278e-15,-7.20205e-18,1.12203e-15,-12.9776,-0.0244053,0.00302346,2.65384e-19,-2.2044e-18,2.02641e-17,-0.224321,-0.0157316,0.00395878,3.50828e-19,9.37428e-20,1.39973e-17,-0.15315,-125.971,31.6702,2.80662e-15,7.49975e-18,1.11974e-15,-12.2574
2.909,-0.0245614,-0.0969368,2.68908e-19,-2.68908e-18,2.03459e-17,-0.248153,-0.0157757,0.00399716,3.5426e-19,-9.08024e-20,1.40651e-17,-0.162742,-123.969,32.0629,2.84174e-15,-7.26405e-18,1.12519e-15,-13.0251,-0.0245625,0.00306321,2.68907e-19,1.5708,2.04007e-17,-0.225852,-0.0157757,0.00399716,3.5426e-19,9.46851e-20,1.40434e-17,-0.153642,-126.135,32.0196,2.83787e-15,7.5849e-18,1.12402e-15,-12.2913,-0.0245625,0.00306321,2.68907e-19,1.5708,2.03458e-17,-0.248134,-0.0157757,0.00399716,3.5426e-19,-9.08025e-20,1.40651e-17,-0.162742,-128.49,31.934,2.83021e-15,-7.27431e-18,1.12574e-15,-13.0193,-0.0245628,0.00306324,2.6891e-19,-2.23477e-18,2.04009e-17,-0.225855,-0.0157757,0.00399715,3.5426e-19,9.4685e-20,1.40434e-17,-0.153642,-126.324,31.9772,2.83407e-15,7.57513e-18,1.12342e-15,-12.2968
2.919,-0.0247193,-0.0968966,2.72468e-19,-2.72468e-18,2.04822e-17,-0.249783,-0.0158197,0.00403577,3.57713e-19,-9.17142e-20,1.41115e-17,-0.163264,-124.321,32.3722,2.8694e-15,-7.33699e-18,1.1289e-15,-13.0668,-0.0247205,0.00310337,2.72467e-19,1.5708,2.0538e-17,-0.227391,-0.0158197,0.00403576,3.57712e-19,9.56376e-20,1.40893e-17,-0.154133,-126.487,32.3287,2.86551e-15,7.6612e-18,1.1277e-15,-12.3307,-0.0247205,0.00310337,2.72467e-19,1.5708,2.04822e-17,-0.249764,-0.0158197,0.00403576,3.57712e-19,-9.17143e-20,1.41115e-17,-0.163264,-128.842,32.2425,2.8578e-15,-7.34736e-18,1.12944e-15,-13.0611,-0.0247208,0.0031034,2.7247e-19,-2.26545e-18,2.05382e-17,-0.227393,-0.0158197,0.00403576,3.57712e-19,9.56375e-20,1.40893e-17,-0.154133,-126.676,32.286,2.86169e-15,7.65133e-18,1.1271e-15,-12.3361
2.929,-0.0248777,-0.0968561,2.76062e-19,-2.76062e-18,2.06189e-17,-0.251418,-0.0158636,0.0040746,3.61186e-19,-9.26359e-20,1.41578e-17,-0.163785,-124.672,32.6834,2.89723e-15,-7.41073e-18,1.1326e-15,-13.1085,-0.0248789,0.00314392,2.76061e-19,1.5708,2.06757e-17,-0.228935,-0.0158636,0.00407459,3.61185e-19,9.66002e-20,1.41353e-17,-0.154624,-126.838,32.6396,2.89332e-15,7.73833e-18,1.13137e-15,-12.3699,-0.0248789,0.00314392,2.76061e-19,1.5708,2.06189e-17,-0.251399,-0.0158636,0.00407459,3.61185e-19,-9.2636e-20,1.41578e-17,-0.163785,-129.193,32.553,2.88556e-15,-7.42121e-18,1.13315e-15,-13.1028,-0.0248792,0.00314395,2.76064e-19,-2.29644e-18,2.06759e-17,-0.228937,-0.0158636,0.00407459,3.61185e-19,9.66002e-20,1.41353e-17,-0.154624,-127.027,32.5967,2.88947e-15,7.72835e-18,1.13077e-15,-12.3753
2.939,-0.0250366,-0.0968151,2.79691e-19,-2.79691e-18,2.0756e-17,-0.253058,-0.0159073,0.00411367,3.6468e-19,-9.35678e-20,1.4204e-17,-0.164306,-125.022,32.9965,2.92523e-15,-7.48529e-18,1.13631e-15,-13.1502,-0.0250377,0.00318486,2.7969e-19,1.5708,2.08137e-17,-0.230483,-0.0159073,0.00411366,3.64679e-19,9.75733e-20,1.41812e-17,-0.155114,-127.188,32.9524,2.92129e-15,7.81629e-18,1.13504e-15,-12.4092,-0.0250377,0.00318486,2.7969e-19,1.5708,2.07559e-17,-0.25304,-0.0159073,0.00411366,3.64679e-19,-9.35679e-20,1.4204e-17,-0.164306,-129.543,32.8652,2.91349e-15,-7.49588e-18,1.13685e-15,-13.1445,-0.025038,0.0031849,2.79693e-19,-2.32773e-18,2.0814e-17,-0.230486,-0.0159073,0.00411366,3.64679e-19,9.75733e-20,1.41812e-17,-0.155114,-127.377,32.9092,2.91742e-15,7.8062e-18,1.13445e-15,-12.4145
2.949,-0.0251959,-0.0967738,2.83356e-19,-2.83356e-18,2.08934e-17,-0.254704,-0.0159509,0.00415296,3.68194e-19,-9.451e-20,1.42503e-17,-0.164827,-125.37,33.3114,2.9534e-15,-7.56066e-18,1.14001e-15,-13.1919,-0.025197,0.0032262,2.83355e-19,1.5708,2.09522e-17,-0.232037,-0.0159509,0.00415296,3.68194e-19,9.8557e-20,1.4227e-17,-0.155604,-127.537,33.2671,2.94943e-15,7.8951e-18,1.13871e-15,-12.4483,-0.025197,0.0032262,2.83355e-19,1.5708,2.08934e-17,-0.254685,-0.0159509,0.00415296,3.68194e-19,-9.45101e-20,1.42503e-17,-0.164827,-129.893,33.1793,2.94159e-15,-7.57137e-18,1.14055e-15,-13.1861,-0.0251973,0.00322623,2.83358e-19,-2.35933e-18,2.09525e-17,-0.232039,-0.0159509,0.00415295,3.68194e-19,9.85569e-20,1.4227e-17,-0.155604,-127.726,33.2236,2.94554e-15,7.88489e-18,1.13811e-15,-12.4537
2.959,-0.0253556,-0.0967321,2.87055e-19,-2.87055e-18,2.10313e-17,-0.256355,-0.0159944,0.00419249,3.7173e-19,-9.54627e-20,1.42965e-17,-0.165348,-125.718,33.6281,2.98173e-15,-7.63687e-18,1.1437e-15,-13.2336,-0.0253568,0.00326792,2.87054e-19,1.5708,2.10911e-17,-0.233595,-0.0159944,0.00419249,3.7173e-19,9.95513e-20,1.42728e-17,-0.156093,-127.885,33.5836,2.97774e-15,7.97476e-18,1.14238e-15,-12.4874,-0.0253568,0.00326792,2.87054e-19,1.5708,2.10313e-17,-0.256336,-0.0159944,0.00419249,3.7173e-19,-9.54628e-20,1.42965e-17,-0.165348,-130.241,33.4953,2.96985e-15,-7.6477e-18,1.14424e-15,-13.2278,-0.0253571,0.00326796,2.87057e-19,-2.39125e-18,2.10913e-17,-0.233598,-0.0159944,0.00419248,3.7173e-19,9.95512e-20,1.42728e-17,-0.156093,-128.074,33.5398,2.97383e-15,7.96444e-18,1.14178e-15,-12.4928
2.969,-0.0255158,-0.0966899,2.9079e-19,-2.9079e-18,2.11695e-17,-0.258011,-0.0160378,0.00423226,3.75287e-19,-9.64259e-20,1.43426e-17,-0.165868,-126.065,33.9467,3.01023e-15,-7.71393e-18,1.14739e-15,-13.2752,-0.0255169,0.00331005,2.90789e-19,1.5708,2.12304e-17,-0.235159,-0.0160378,0.00423225,3.75287e-19,1.00557e-19,1.43186e-17,-0.156581,-128.231,33.9019,3.00622e-15,8.05529e-18,1.14604e-15,-12.5265,-0.0255169,0.00331005,2.90789e-19,1.5708,2.11695e-17,-0.257992,-0.0160378,0.00423225,3.75287e-19,-9.6426e-20,1.43426e-17,-0.165868,-130.588,33.8132,2.99828e-15,-7.72487e-18,1.14794e-15,-13.2694,-0.0255172,0.00331008,2.90792e-19,-2.42347e-18,2.12306e-17,-0.235161,-0.0160378,0.00423225,3.75286e-19,1.00556e-19,1.43186e-17,-0.156581,-128.421,33.8579,3.00228e-15,8.04486e-18,1.14544e-15,-12.5319
2.979,-0.0256764,-0.0966474,2.94561e-19,-2.94561e-18,2.13082e-17,-0.259672,-0.016081,0.00427225,3.78865e-19,-9.73998e-20,1.43888e-17,-0.166388,-126.41,34.2672,3.0389e-15,-7.79184e-18,1.15108e-15,-13.3168,-0.0256775,0.00335257,2.9456e-19,1.5708,2.13701e-17,-0.236727,-0.016081,0.00427224,3.78864e-19,1.01573e-19,1.43643e-17,-0.157069,-128.577,34.2221,3.03487e-15,8.1367e-18,1.1497e-15,-12.5655,-0.0256775,0.00335257,2.9456e-19,1.5708,2.13081e-17,-0.259654,-0.016081,0.00427224,3.78864e-19,-9.73999e-20,1.43888e-17,-0.166388,-130.934,34.1329,3.02688e-15,-7.80291e-18,1.15163e-15,-13.3111,-0.0256778,0.0033526,2.94563e-19,-2.45602e-18,2.13703e-17,-0.23673,-0.016081,0.00427224,3.78864e-19,1.01573e-19,1.43643e-17,-0.157069,-128.767,34.1779,3.03091e-15,8.12615e-18,1.1491e-15,-12.5709
2.989,-0.0258374,-0.0966045,2.98368e-19,-2.98368e-18,2.14472e-17,-0.261339,-0.0161241,0.00431248,3.82464e-19,-9.83846e-20,1.44349e-17,-0.166908,-126.754,34.5896,3.06774e-15,-7.87062e-18,1.15477e-15,-13.3584,-0.0258385,0.00339549,2.98367e-19,1.5708,2.15101e-17,-0.2383,-0.0161241,0.00431247,3.82463e-19,1.026e-19,1.441e-17,-0.157556,-128.922,34.5442,3.06368e-15,8.21901e-18,1.15335e-15,-12.6045,-0.0258385,0.00339549,2.98367e-19,1.5708,2.14472e-17,-0.26132,-0.0161241,0.00431247,3.82463e-19,-9.83847e-20,1.44349e-17,-0.166908,-131.279,34.4544,3.05565e-15,-7.88181e-18,1.15531e-15,-13.3527,-0.0258388,0.00339552,2.9837e-19,-2.48887e-18,2.15104e-17,-0.238303,-0.0161241,0.00431247,3.82463e-19,1.026e-19,1.441e-17,-0.157556,-129.111,34.4997,3.0597e-15,8.20833e-18,1.15275e-15,-12.6098
2.999,-0.0259989,-0.0965612,3.0221e-19,-3.0221e-18,2.15865e-17,-0.26301,-0.0161671,0.00435294,3.86084e-19,-9.93804e-20,1.44809e-17,-0.167428,-127.098,34.9138,3.09674e-15,-7.95029e-18,1.15846e-15,-13.4,-0.026,0.00343882,3.02209e-19,1.5708,2.16506e-17,-0.239878,-0.0161671,0.00435293,3.86083e-19,1.03638e-19,1.44556e-17,-0.158042,-129.265,34.8682,3.09267e-15,8.30221e-18,1.157e-15,-12.6434,-0.026,0.00343882,3.02209e-19,1.5708,2.15865e-17,-0.262992,-0.0161671,0.00435293,3.86083e-19,-9.93805e-20,1.44809e-17,-0.167428,-131.622,34.7779,3.08458e-15,-7.9616e-18,1.159e-15,-13.3942,-0.0260003,0.00343885,3.02212e-19,-2.52205e-18,2.16508e-17,-0.239881,-0.0161671,0.00435293,3.86083e-19,1.03638e-19,1.44556e-17,-0.158042,-129.455,34.8234,3.08866e-15,8.29142e-18,1.1564e-15,-12.6487
