time,shaft1.tlm.rx,shaft1.tlm.ry,shaft1.tlm.rz,shaft1.tlm.ax,shaft1.tlm.ay,shaft1.tlm.az,shaft1.tlm.vx,shaft1.tlm.vy,shaft1.tlm.vz,shaft1.tlm.wx,shaft1.tlm.wy,shaft1.tlm.wz,shaft1.tlm.fx,shaft1.tlm.fy,shaft1.tlm.fz,shaft1.tlm.tx,shaft1.tlm.ty,shaft1.tlm.tz,brg1.bIR`cs1.rx,brg1.bIR`cs1.ry,brg1.bIR`cs1.rz,brg1.bIR`cs1.ax,brg1.bIR`cs1.ay,brg1.bIR`cs1.az,brg1.bIR`cs1.vx,brg1.bIR`cs1.vy,brg1.bIR`cs1.vz,brg1.bIR`cs1.wx,brg1.bIR`cs1.wy,brg1.bIR`cs1.wz,brg1.bIR`cs1.fx,brg1.bIR`cs1.fy,brg1.bIR`cs1.fz,brg1.bIR`cs1.tx,brg1.bIR`cs1.ty,brg1.bIR`cs1.tz,brg1.bER`cs1.rx,brg1.bER`cs1.ry,brg1.bER`cs1.rz,brg1.bER`cs1.ax,brg1.bER`cs1.ay,brg1.bER`cs1.az,brg1.bER`cs1.vx,brg1.bER`cs1.vy,brg1.bER`cs1.vz,brg1.bER`cs1.wx,brg1.bER`cs1.wy,brg1.bER`cs1.wz,brg1.bER`cs1.fx,brg1.bER`cs1.fy,brg1.bER`cs1.fz,brg1.bER`cs1.tx,brg1.bER`cs1.ty,brg1.bER`cs1.tz,shaft2.tlm.rx,shaft2.tlm.ry,shaft2.tlm.rz,shaft2.tlm.ax,shaft2.tlm.ay,shaft2.tlm.az,shaft2.tlm.vx,shaft2.tlm.vy,shaft2.tlm.vz,shaft2.tlm.wx,shaft2.tlm.wy,shaft2.tlm.wz,shaft2.tlm.fx,shaft2.tlm.fy,shaft2.tlm.fz,shaft2.tlm.tx,shaft2.tlm.ty,shaft2.tlm.tz
0.109,-0.000113552,-0.0999999,2.21604e-24,-2.21604e-23,2.74609e-20,-0.00113552,-0.00130419,1.48093e-06,6.70292e-23,-9.08177e-23,5.10317e-19,-0.0130419,-7.58154,0.0123627,5.70171e-19,-7.26106e-21,4.08254e-17,-1.04928,-0.000114677,6.43205e-08,2.22063e-24,1.5708,2.74186e-20,-0.000305042,-0.00111862,1.47784e-06,6.82739e-23,1.34281e-22,5.09406e-19,-0.00562717,-9.2831,0.0120702,5.71178e-19,1.09875e-20,4.12943e-17,-0.450183,-0.000114677,6.43205e-08,2.22063e-24,1.5708,2.74186e-20,-0.00111728,-0.00111862,1.47784e-06,6.8274e-23,-6.80521e-23,5.09406e-19,-0.0130159,-10.8348,0.0115685,5.1435e-19,-5.61875e-21,4.12931e-17,-1.04131,-0.000114807,6.43554e-08,2.2336e-24,6.50837e-25,2.74687e-20,-0.000305561,-0.00156749,1.48092e-06,6.35962e-23,1.11563e-22,5.1037e-19,-0.00565308,-12.6591,0.0118473,5.08889e-19,8.92047e-21,4.08296e-17,-0.458206
0.119,-0.000126881,-0.0999999,2.94888e-24,-2.94888e-23,3.28227e-20,-0.00126881,-0.00135913,1.72449e-06,8.06467e-23,-9.54501e-23,5.6038e-19,-0.0135913,-7.684,0.0143458,7.07712e-19,-7.6341e-21,4.48304e-17,-1.09324,-0.000128,8.03378e-08,2.95412e-24,1.5708,3.27791e-20,-0.000364252,-0.00146059,1.7245e-06,8.12697e-23,1.41044e-22,5.6023e-19,-0.00618716,-12.2127,0.0140853,6.56416e-19,1.15345e-20,4.53665e-17,-0.49516,-0.000128,8.03378e-08,2.95413e-24,1.5708,3.27791e-20,-0.00125056,-0.0014606,1.7245e-06,8.12695e-23,-1.01633e-22,5.6023e-19,-0.0135921,-13.2303,0.0135069,6.47812e-19,-8.34157e-21,4.53638e-17,-1.0876,-0.000128142,8.0372e-08,2.96384e-24,2.01475e-25,3.28299e-20,-0.000364777,-0.00120161,1.72289e-06,8.07606e-23,1.47121e-22,5.60375e-19,-0.00618696,-9.73627,0.013783,6.45776e-19,1.17845e-20,4.48302e-17,-0.50106
0.129,-0.00014075,-0.0999999,3.84235e-24,-3.84235e-23,3.86757e-20,-0.0014075,-0.00141468,1.99117e-06,9.76939e-23,-1.17407e-22,6.10679e-19,-0.0141468,-10.108,0.0165518,8.13385e-19,-9.39207e-21,4.88543e-17,-1.13768,-0.00014191,9.88881e-08,3.84614e-24,1.5708,3.86299e-20,-0.000428852,-0.00143508,1.98898e-06,9.62685e-23,1.65303e-22,6.09728e-19,-0.00672912,-10.898,0.0162085,7.91987e-19,1.34603e-20,4.93384e-17,-0.538326,-0.00014191,9.88881e-08,3.84614e-24,1.5708,3.86299e-20,-0.00138923,-0.00143508,1.98898e-06,9.62685e-23,-1.20888e-22,6.09729e-19,-0.0141377,-14.3629,0.0156094,7.46834e-19,-9.92105e-21,4.93366e-17,-1.131,-0.000141963,9.89259e-08,3.85818e-24,-5.79196e-25,3.86823e-20,-0.000429394,-0.00137888,1.99193e-06,1.00797e-22,1.70974e-22,6.10675e-19,-0.00674345,-11.1451,0.015935,8.0638e-19,1.36777e-20,4.8854e-17,-0.545178
0.139,-0.00015516,-0.0999999,4.91527e-24,-4.91527e-23,4.50208e-20,-0.0015516,-0.00146714,2.27642e-06,1.16696e-22,-1.45668e-22,6.58213e-19,-0.0146714,-9.46079,0.0188723,9.70842e-19,-1.16527e-20,5.2657e-17,-1.17964,-0.000156307,1.20191e-07,4.91705e-24,1.5708,4.49686e-20,-0.000498827,-0.00143178,2.27548e-06,1.17071e-22,1.87462e-22,6.58414e-19,-0.00726898,-11.4306,0.0185347,9.62982e-19,1.52746e-20,5.32138e-17,-0.581516,-0.000156307,1.20191e-07,4.91706e-24,1.5708,4.49686e-20,-0.00153325,-0.00143178,2.27548e-06,1.17071e-22,-1.45441e-22,6.58414e-19,-0.0146716,-13.6939,0.017866,9.0873e-19,-1.1922e-20,5.32105e-17,-1.17372,-0.000156399,1.20235e-07,4.9296e-24,-1.76566e-24,4.50219e-20,-0.00049938,-0.00150928,2.27576e-06,1.15965e-22,1.87546e-22,6.58154e-19,-0.00726475,-12.1927,0.0182057,9.27737e-19,1.5003e-20,5.26523e-17,-0.587104
0.149,-0.000170111,-0.0999999,6.18624e-24,-6.18624e-23,5.18583e-20,-0.00170111,-0.00152098,2.58736e-06,1.37434e-22,-1.7108e-22,7.07335e-19,-0.0152098,-9.84914,0.0214155,1.14949e-18,-1.36861e-20,5.6586e-17,-1.22271,-0.000171253,1.44489e-07,6.18605e-24,1.5708,5.17976e-20,-0.000574193,-0.00152808,2.5867e-06,1.37418e-22,2.12398e-22,7.07233e-19,-0.00780507,-12.2359,0.0210491,1.12144e-18,1.72777e-20,5.71156e-17,-0.624409,-0.000171253,1.44489e-07,6.18605e-24,1.5708,5.17976e-20,-0.00168267,-0.00152809,2.5867e-06,1.37419e-22,-1.71144e-22,7.07234e-19,-0.0152096,-14.418,0.0203307,1.07655e-18,-1.39863e-20,5.71127e-17,-1.21676,-0.000171342,1.44539e-07,6.19855e-24,-3.435e-24,5.18522e-20,-0.00057476,-0.00151446,2.58625e-06,1.37132e-22,2.12436e-22,7.07385e-19,-0.00780473,-12.2351,0.0206896,1.09701e-18,1.6997e-20,5.65908e-17,-0.63035
0.159,-0.000185599,-0.0999998,7.6747e-24,-7.6747e-23,5.91844e-20,-0.001856,-0.00157478,2.9228e-06,1.60221e-22,-1.98646e-22,7.56232e-19,-0.0157479,-10.3977,0.0241538,1.33425e-18,-1.58921e-20,6.04979e-17,-1.26576,-0.000186736,1.72041e-07,7.67387e-24,1.5708,5.91194e-20,-0.000654979,-0.00157618,2.92204e-06,1.60124e-22,2.39183e-22,7.56252e-19,-0.00834334,-12.5521,0.0237582,1.30689e-18,1.94376e-20,6.10395e-17,-0.667466,-0.000186736,1.72041e-07,7.67388e-24,1.5708,5.91194e-20,-0.0018375,-0.00157618,2.92204e-06,1.60124e-22,-1.98561e-22,7.56253e-19,-0.0157479,-14.8842,0.022986,1.25457e-18,-1.61939e-20,6.10384e-17,-1.25982,-0.000186826,1.72108e-07,7.68751e-24,-5.68082e-24,5.91768e-20,-0.000655577,-0.0015755,2.92184e-06,1.601e-22,2.39153e-22,7.56226e-19,-0.00834337,-12.7224,0.0233741,1.28075e-18,1.91345e-20,6.0498e-17,-0.673398
0.169,-0.000201616,-0.0999998,9.39958e-24,-9.39958e-23,6.69916e-20,-0.00201617,-0.0016286,3.28354e-06,1.85115e-22,-2.27726e-22,8.05205e-19,-0.0162861,-10.8185,0.027098,1.53839e-18,-1.82156e-20,6.44164e-17,-1.30881,-0.000202754,2.03044e-07,9.39812e-24,1.5708,6.69267e-20,-0.000741106,-0.00162887,3.28296e-06,1.85074e-22,2.67529e-22,8.05206e-19,-0.00888196,-12.9745,0.0266733,1.50895e-18,2.17253e-20,6.49551e-17,-0.710555,-0.000202753,2.03044e-07,9.39812e-24,1.5708,6.69266e-20,-0.00199767,-0.00162887,3.28296e-06,1.85075e-22,-2.27997e-22,8.05207e-19,-0.0162861,-15.3019,0.0258463,1.45172e-18,-1.85848e-20,6.49553e-17,-1.30287,-0.00020285,2.03147e-07,9.41421e-24,-8.6035e-24,6.69894e-20,-0.000741762,-0.00162894,3.28295e-06,1.85075e-22,2.67277e-22,8.05212e-19,-0.008882,-13.1502,0.0262666,1.48086e-18,2.13581e-20,6.44173e-17,-0.716488
0.179,-0.000218171,-0.0999998,1.13845e-23,-1.13845e-22,7.52885e-20,-0.00218172,-0.00168242,3.67057e-06,2.12234e-22,-2.58788e-22,8.54167e-19,-0.0168242,-11.2468,0.0302527,1.76047e-18,-2.07031e-20,6.83334e-17,-1.35187,-0.000219309,2.37785e-07,1.13824e-23,1.5708,7.52235e-20,-0.000832619,-0.00168242,3.66976e-06,2.1217e-22,2.98133e-22,8.54167e-19,-0.00942059,-13.4013,0.0297978,1.72834e-18,2.4192e-20,6.88719e-17,-0.753645,-0.000219309,2.37785e-07,1.13824e-23,1.5708,7.52234e-20,-0.00216323,-0.00168242,3.66976e-06,2.1217e-22,-2.58791e-22,8.54167e-19,-0.0168242,-15.7316,0.0289092,1.66574e-18,-2.10551e-20,6.88719e-17,-1.34593,-0.000219411,2.37924e-07,1.14009e-23,-1.23107e-23,7.52912e-20,-0.00083333,-0.00168242,3.66946e-06,2.12146e-22,2.98129e-22,8.54167e-19,-0.00942061,-13.5779,0.029355,1.69712e-18,2.38529e-20,6.83333e-17,-0.759577
0.189,-0.000235265,-0.0999997,1.36518e-23,-1.36518e-22,8.40749e-20,-0.00235265,-0.00173624,4.08477e-06,2.41635e-22,-2.91602e-22,9.0313e-19,-0.0173624,-11.6761,0.0336279,2.00089e-18,-2.33268e-20,7.22504e-17,-1.39492,-0.000236403,2.76531e-07,1.36491e-23,1.5708,8.401e-20,-0.000929518,-0.00173621,4.08397e-06,2.41569e-22,3.30321e-22,9.03129e-19,-0.00995921,-13.8307,0.033142,1.96613e-18,2.6787e-20,7.27889e-17,-0.796735,-0.000236402,2.76531e-07,1.36491e-23,1.5708,8.40099e-20,-0.00233416,-0.00173621,4.08397e-06,2.41569e-22,-2.91616e-22,9.0313e-19,-0.0173624,-16.1628,0.0321919,1.89829e-18,-2.37009e-20,7.2789e-17,-1.38898,-0.00023651,2.76709e-07,1.36704e-23,-1.69192e-23,8.40826e-20,-0.000930283,-0.00173619,4.08369e-06,2.41548e-22,3.30302e-22,9.03129e-19,-0.00995918,-14.0081,0.032669,1.93235e-18,2.64265e-20,7.22503e-17,-0.802662
0.199,-0.000252896,-0.0999997,1.6225e-23,-1.6225e-22,9.3351e-20,-0.00252896,-0.00179005,4.52699e-06,2.73404e-22,-3.26228e-22,9.52092e-19,-0.0179006,-12.1062,0.0372293,2.26041e-18,-2.60969e-20,7.61674e-17,-1.43798,-0.000254034,3.19558e-07,1.62216e-23,1.5708,9.32861e-20,-0.0010318,-0.00179003,4.52617e-06,2.73334e-22,3.64326e-22,9.52092e-19,-0.0104978,-14.261,0.0367112,2.22292e-18,2.9527e-20,7.67059e-17,-0.839823,-0.000254034,3.19558e-07,1.62216e-23,1.5708,9.3286e-20,-0.00251047,-0.00179003,4.52617e-06,2.73334e-22,-3.26245e-22,9.52092e-19,-0.0179006,-16.5937,0.0356973,2.14969e-18,-2.64912e-20,7.6706e-17,-1.43204,-0.000254145,3.19761e-07,1.62447e-23,-2.25525e-23,9.33618e-20,-0.0010326,-0.00179002,4.52589e-06,2.73311e-22,3.64308e-22,9.52092e-19,-0.0104978,-14.4387,0.0362065,2.18644e-18,2.91471e-20,7.61673e-17,-0.845752
0.209,-0.000271066,-0.0999996,1.91281e-23,-1.91281e-22,1.03117e-19,-0.00271066,-0.00184387,4.99812e-06,3.07618e-22,-3.62655e-22,1.00106e-18,-0.0184388,-12.5366,0.0410637,2.53965e-18,-2.9011e-20,8.00844e-17,-1.48103,-0.000272204,3.6715e-07,1.91239e-23,1.5708,1.03052e-19,-0.00113947,-0.00184386,4.99727e-06,3.07546e-22,4.00146e-22,1.00105e-18,-0.0110364,-14.6915,0.0405124,2.49935e-18,3.24125e-20,8.06229e-17,-0.882912,-0.000272204,3.6715e-07,1.91239e-23,1.5708,1.03052e-19,-0.00269217,-0.00184386,4.99728e-06,3.07546e-22,-3.62673e-22,1.00106e-18,-0.0184388,-17.0244,0.039433,2.42058e-18,-2.94253e-20,8.0623e-17,-1.47509,-0.000272315,3.67351e-07,1.91468e-23,-2.93417e-23,1.03128e-19,-0.00114027,-0.00184386,4.99699e-06,3.07522e-22,4.00129e-22,1.00105e-18,-0.0110364,-14.8694,0.0399752,2.46012e-18,3.2013e-20,8.00844e-17,-0.888841
0.219,-0.000289774,-0.0999996,2.23858e-23,-2.23858e-22,1.13372e-19,-0.00289774,-0.00189769,5.49902e-06,3.44356e-22,-4.0088e-22,1.05002e-18,-0.0189769,-12.9671,0.045138,2.83926e-18,-3.20689e-20,8.40014e-17,-1.52409,-0.000290911,4.19602e-07,2.23809e-23,1.5708,1.13307e-19,-0.00125253,-0.00189768,5.49815e-06,3.44281e-22,4.37785e-22,1.05002e-18,-0.011575,-15.1221,0.0445526,2.79605e-18,3.54434e-20,8.45399e-17,-0.926001,-0.000290911,4.19602e-07,2.23809e-23,1.5708,1.13307e-19,-0.00287925,-0.00189768,5.49815e-06,3.44281e-22,-4.00898e-22,1.05002e-18,-0.0189769,-17.455,0.043406,2.71159e-18,-3.25032e-20,8.454e-17,-1.51815,-0.000291022,4.198e-07,2.24035e-23,-3.74274e-23,1.13383e-19,-0.00125333,-0.00189768,5.49785e-06,3.44256e-22,4.37768e-22,1.05002e-18,-0.011575,-15.3,0.0439821,2.754e-18,3.50243e-20,8.40014e-17,-0.93193
